Name,Description,Model,Predictions
HBM656.KSMZ.578,sciatac-seq [snapatac] data from the heart of a 55-year-old white female,gpt-3.5-turbo,"Genomics    Data integration and warehousing    Cardiology
"
HBM576.LVBL.359,snatac-seq data from the large intestine of a 30-year-old white male,gpt-3.5-turbo,"Genetics	Molecular biology	Microbiology
"
HBM895.DDXX.282,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Microbiology	Proteomics	Biology
"
HBM857.ZBDC.975,codex [cytokit + sprm] data from the thymus of a 21-year-old black or african american female,gpt-3.5-turbo,"Cell biology	Immunology	Human biology
"
HBM483.KDBW.482,codex data from the lymph node of a 20-year-old white male,gpt-3.5-turbo,"Human biology   Genetics   Molecular biology
"
HBM949.PNXL.623,snrna-seq (10x genomics v3) data from the large intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"Genomics   RNA   Biotechnology
"
HBM393.NWNB.684,snrnaseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"Biomedical science	Anatomy	Genetics
"
HBM753.BHLC.257,snatac-seq (snare-seq2) [snapatac] data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"Genetics    Human biology    Transcriptomics
"
HBM462.KVWC.334,ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Microbiology     Human biology    Genetics
"
HBM399.GZRJ.726,snrna-seq (10x genomics v3) data from the small intestine of a 24-year-old white male,gpt-3.5-turbo,"Cell biology   Bioinformatics  Genetics
"
HBM247.RNRR.586,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Biochemistry	Microbiology	Human biology
"
HBM864.HFST.567,ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Microbiology   Genetics   Human biology
"
HBM428.SRNB.497,snatac-seq (snare-seq2) [snapatac] data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"Transcriptomics	Cell biology	Epigenetics
"
HBM429.QLFN.492,sciatac-seq data from the small intestine of a 62-year-old white female,gpt-3.5-turbo,"Genomics    Microbiology    Human biology
"
HBM362.DLZS.564,autofluorescence microscopy data from the kidney (right) of a 31-year-old white male,gpt-3.5-turbo,"Anatomy\tMicrobiology\tHuman biology
"
HBM434.GJQF.366,multiplex ion beam imaging data from the uterus of a 25.1-year-old black or african american female,gpt-3.5-turbo,"Anatomy\tBioengineering\tGenetics
"
HBM267.BZKT.867,codex data from the spleen of a 18-year-old white male,gpt-3.5-turbo,"Anatomy	Molecular biology	Human biology
"
HBM256.TSRN.268,bulk atac-seq [bwa + macs2] data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"Genomics	Epigenetics	Gastroenterology
"
HBM633.JXTC.477,snrna-seq [salmon] data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"RNA, Biology, Genetics
"
HBM743.FBJP.586,scrna-seq (10x genomics v3) data from the knee (right) of a 31-year-old black or african american female,gpt-3.5-turbo,"Cell biology	Transcriptomics	Biology
"
HBM556.GXMS.552,snatacseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"Genomics  	Data acquisition  	Developmental biology
"
HBM745.NBXV.743,sciatac-seq [snapatac] data from the small intestine of a 62-year-old white female,gpt-3.5-turbo,"Bioinformatics  	Gastroenterology  	Transcriptomics
"
HBM535.XQDS.238,snrnaseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"Genomics	Cell biology	Human biology
"
HBM795.TFHS.265,scrna-seq (10x genomics) [salmon] data from the spleen of a 20-year-old white male,gpt-3.5-turbo,"Single-cell genomics, Human biology, Bioinformatics
"
HBM955.DXVQ.765,snrnaseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"Human genetics   Transcriptomics   Biomedical science
"
HBM773.WCXC.264,snrna-seq (10x genomics v3) data from the kidney (left) of a 76.0-year-old white male,gpt-3.5-turbo,"""Bioinformatics""	""Genetics""	""Transcriptomics""
"
HBM962.KQLZ.422,snrna-seq [salmon] data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Transcriptomics    Genetics    Gastroenterology
"
HBM568.TFRG.449,snrna-seq (10x genomics v3) data from the small intestine of a 38-year-old white male,gpt-3.5-turbo,"Transcriptomics	Tissue/cellular biology	Biology
"
HBM524.DVNF.223,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"Genetics	Anatomy	Human biology
"
HBM349.XMLL.699,multiplex ion beam imaging data from the uterus of a 23.4-year-old unknown female,gpt-3.5-turbo,"Anatomy	Cell biology	Human biology
"
HBM246.DMSS.835,snrna-seq (10x genomics v3) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"RNA     Zoology     Genetics
"
HBM433.SPRB.778,snrna-seq (10x genomics v3) data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"""Biomedical science""	""Genomics""	""Human biology""
"
HBM757.VHCK.858,codex data from the thymus of a 11-year-old white male,gpt-3.5-turbo,"Human biology    Genetics    Immunology
"
HBM668.QFDW.774,snatac-seq (snare-seq2) [snapatac] data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Genetics	Molecular biology	Immunology
"
HBM742.GTJJ.334,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"""Bioinformatics""	""Genetics""	""Transcriptomics""
"
HBM462.LTDJ.964,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Microbiology	Molecular biology	Gastroenterology
"
HBM396.JHNS.692,snrnaseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"Cell biology   Genetics   Transcription factors and regulatory sites
"
HBM729.KJWJ.742,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Cell biology	Genetics	Human biology
"
HBM628.HGGF.468,scrna-seq (10x genomics) [salmon] data from the lymph node of a 1-year-old white male,gpt-3.5-turbo,"Genetics	Microbiology	Anatomy
"
HBM958.GHFM.676,pas stained microscopy data from the kidney (right) of a 58-year-old white female,gpt-3.5-turbo,"Anatomy	Microscopy	Human biology
"
HBM455.ZPNN.623,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"Genetics	Computational biology	Molecular biology
"
HBM285.PQHN.569,snatac-seq [snapatac] data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"Cell biology   Data management   Genomics
"
HBM866.XBSS.429,snrna-seq (10x genomics v3) data from the bladder of a 25-year-old white female,gpt-3.5-turbo,"Transcriptomics   DNA   Genetics
"
HBM664.KRQG.276,snatacseq (snare-seq2) data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"Genetics	Personalised medicine	Human biology
"
HBM732.FZVZ.656,cell dive data from the skin of a 72.0-year-old white male,gpt-3.5-turbo,"Cell biology  	Biology  	Human biology
"
HBM844.RXXR.293,snrna-seq [salmon] data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Transcriptomics	Ageing	White female
"
HBM695.VNZJ.522,snrna-seq (10x genomics v3) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Genetics	Molecular biology	RNA
"
HBM495.ZFDT.229,slide-seq [salmon] data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"Genomics   Molecular biology   Transcriptomics
"
HBM237.DLKC.855,multiplex ion beam imaging data from the uterus of a 36.1-year-old asian female,gpt-3.5-turbo,"Anatomy	Cell biology	Human biology
"
HBM278.VDLJ.743,ms data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"Microbiology   DNA   Human biology
"
HBM725.QFKT.594,codex [cytokit + sprm] data from the large intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"Microbiology	Molecular biology	Gastroenterology
"
HBM893.GHBZ.726,lc-ms data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Microbiology	Ageing	Genetics
"
HBM578.SRZG.769,snrna-seq (10x genomics v3) data from the kidney (left) of a 66-year-old white male,gpt-3.5-turbo,"Cell biology	-	Genetics	-	RNA
"
HBM969.MLWK.466,pas stained microscopy data from the kidney (left) of a 58-year-old black or african american male,gpt-3.5-turbo,"Anatomy	Cell biology	Microbiology
"
HBM475.LXDL.227,snrna-seq (10x genomics v3) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Bioinformatics    Molecular biology   Genetics
"
HBM423.JZTB.864,lightsheet microscopy data from the spleen of a 20-year-old white male,gpt-3.5-turbo,"Anatomy   Biomarkers   Microbiology
"
HBM279.TQRS.775,codex data from the lymph node of a 18-year-old black or african american male,gpt-3.5-turbo,"Cell biology   DNA   Genetics
"
HBM293.JJRG.875,multiplex ion beam imaging data from the uterus of a 24-year-old black or african american female,gpt-3.5-turbo,"Anatomy  	Biology  	Immunology
"
HBM756.GZSH.268,snrnaseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"RNA, Genetics, Biology
"
HBM768.FKCS.477,snrna-seq [salmon] data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Transcriptomics    Genetics    Human biology
"
HBM295.MMTQ.529,scrna-seq (10x genomics v3) data from the spleen of a 18-year-old white male,gpt-3.5-turbo,"Cell biology	Molecular biology	Biology
"
HBM693.SRHJ.546,snrna-seq [salmon] data from the small intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"Human biology	Human genetics	Microbiology
"
HBM555.TNNT.434,snrna-seq (10x genomics v3) data from the bladder of a 5-year-old black or african american female,gpt-3.5-turbo,"""Biomedical science""	""Genetics""	""RNA""
"
HBM752.ZDVQ.683,ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"Microbiology	Gastroenterology	Genomics
"
HBM822.DZFP.968,ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"Microbiology	Proteomics	Gastroenterology
"
HBM642.BQBQ.999,multiplex ion beam imaging data from the uterus of a 32.4-year-old asian female,gpt-3.5-turbo,"Anatomy\tBiomedical science\tHuman biology
"
HBM496.PDBS.429,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Genetics	Anatomy	Human biology
"
HBM564.KDDS.745,snatacseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"Genetics	Human biology	Cell biology
"
HBM374.NBPR.367,multiplex ion beam imaging data from the uterus of a 23.5-year-old asian female,gpt-3.5-turbo,"Anatomy   Cellular biology   Womens health
"
HBM839.ZFRD.789,snrna-seq [salmon] data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Transcriptomics   Immunology   Biology
"
HBM832.FQKR.463,pas stained microscopy data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Anatomy	Microbiology	Cell biology
"
HBM529.NPMF.358,lc-ms data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Biology	Microbiology	Gastroenterology
"
HBM283.GNGR.785,codex data from the lymph node of a 17-year-old unknown male,gpt-3.5-turbo,"Microbiology	Molecular biology	Proteomics
"
HBM782.DNVV.354,seqfish [lab processed] data from the small intestine of a 62-year-old white female,gpt-3.5-turbo,"Cell biology\tGenetics\tMolecular biology
"
HBM699.CKMP.557,lc-ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"Microbiology	Genetics	Biology
"
HBM785.QGFZ.856,multiplex ion beam imaging data from the uterus of a 24.1-year-old unknown female,gpt-3.5-turbo,"Anatomy	Epigenetics	Molecular biology
"
HBM529.NGCG.277,autofluorescence microscopy data from the kidney (left) of a 66-year-old white female,gpt-3.5-turbo,"Anatomy	Medicine	Microscopy
"
HBM422.MKWK.448,snrnaseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"Biomedical science	Transcriptomics	Human biology
"
HBM633.XKWX.775,ms data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"Biology	Proteomics	Molecular biology
"
HBM492.NPXK.885,snrna-seq (10x genomics v3) data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"Transcriptomics    Human biology    Gastroenterology
"
HBM644.NKCL.897,snrna-seq [salmon] data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"Transcriptomics	Zoology	Gastroenterology
"
HBM848.VLZL.329,whole genome sequencing data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"Genomics	Taxonomy	Anatomy
"
HBM374.PCQG.742,snrna-seq [salmon] data from the small intestine of a 24-year-old white male,gpt-3.5-turbo,"Transcriptomics	Cell biology	Genetics
"
HBM994.PDJN.987,multiplex ion beam imaging data from the uterus of a 21.3-year-old unknown female,gpt-3.5-turbo,"Anatomy	Medical informatics	Microbiology
"
HBM264.MJCH.639,snrna-seq [salmon] data from the kidney (right) of a 57-year-old white male,gpt-3.5-turbo,"Transcriptomics  Genomics  Human biology
"
HBM829.PDDG.496,multiplex ion beam imaging data from the uterus of a 28.2-year-old white female,gpt-3.5-turbo,"Anatomy	Medicine	Biology
"
HBM962.KNCK.947,multiplex ion beam imaging data from the uterus of a 33.3-year-old unknown female,gpt-3.5-turbo,"Anatomy	Medical informatics	Molecular biology
"
HBM478.MRVG.423,ms data from the small intestine of a 38-year-old white male,gpt-3.5-turbo,"Biochemistry	Molecular biology	Gastroenterology
"
HBM487.WJST.938,snrna-seq (10x genomics v3) data from the small intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"Transcriptomics	Molecular biology	Genetics
"
HBM982.TTRB.258,snrna-seq (10x genomics v3) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Biotechnology	Cell biology	Genetics
"
HBM885.KDQV.248,multiplex ion beam imaging data from the uterus of a 20.5-year-old unknown female,gpt-3.5-turbo,"Anatomy\tAnimal study\tImaging
"
HBM746.VTDZ.959,cell dive data from the skin of a 48.0-year-old white male,gpt-3.5-turbo,"Cell biology    Dermatology    Human biology
"
HBM979.KNQM.454,slide-seq [salmon] data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"Cell biology	Taxonomy	Genomics
"
HBM679.MZHV.399,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"""Microbiology""	""Human biology""	""Anatomy""
"
HBM498.BDMM.362,ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Biomedical science	Gastroenterology	Microbiology
"
HBM689.ZKRJ.585,snrna-seq [salmon] data from the kidney (left) of a 76.0-year-old white male,gpt-3.5-turbo,"Genetics   Molecular biology   Bioinformatics
"
HBM325.RVSR.229,pas stained microscopy data from the kidney (left) of a 56-year-old white male,gpt-3.5-turbo,"Anatomy  	Human biology  	Microbiology
"
HBM488.CHLD.467,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Biomedical science	Cell biology	Genetics
"
HBM934.KLGL.584,codex data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Human biology   Genomics   Molecular biology
"
HBM334.KSQN.472,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Genetics	Tissue collection	Epigenomics
"
HBM573.VSJK.526,codex data from the lymph node of a 1-year-old white male,gpt-3.5-turbo,"Animal study
"
HBM757.CMSL.897,slide-seq data from the kidney (left) of a 66-year-old white male,gpt-3.5-turbo,"Biology
"
HBM292.FTLJ.343,snrna-seq (10x genomics v3) data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"Genetics
"
HBM954.WWJF.865,scrna-seq (10x genomics) [salmon] data from the liver of a 65-year-old white male,gpt-3.5-turbo,"Biology	Cell biology	Genetics
"
HBM346.XMWF.667,snatac-seq data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"Transcriptomics	Laboratory animal science	Biology
"
HBM595.PKGV.622,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"Biomedical science    Genetics    Transcriptomics
"
HBM744.BFSJ.565,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"""Genetics""	""Genomics""	""Microbiology""
"
HBM253.ZBQP.383,scrna-seq (10x genomics v2) data from the liver of a 44-year-old unknown male,gpt-3.5-turbo,"Genetics   Molecular biology   Human biology
"
HBM487.NNNB.468,lc-ms data from the small intestine of a 38-year-old white male,gpt-3.5-turbo,"Genetics	Genomics	Transcriptomics
"
HBM455.RZPH.997,snrna-seq [salmon] data from the bladder of a 50-year-old white female,gpt-3.5-turbo,"Cell biology   Genetics    Bioinformatics
"
HBM977.JQGH.993,multiplex ion beam imaging data from the uterus of a 22.1-year-old white female,gpt-3.5-turbo,"Bioinformatics	Microbiology	Human genetics
"
HBM375.BLZG.235,lc-ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"RNA   Genetics    Human biology
"
HBM655.MFTK.764,snrna-seq (10x genomics v3) data from the large intestine of a 24-year-old white male,gpt-3.5-turbo,"Anatomy   Biomarkers   Human biology
"
HBM739.JSGQ.673,autofluorescence microscopy data from the kidney (right) of a 31-year-old white male,gpt-3.5-turbo,"Gastroenterology\tHuman biology\tMetabolomics
"
HBM996.XSNK.694,slide-seq [salmon] data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"Transcriptomics   Genetics   Human biology
"
HBM385.TCRP.465,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"Anatomy\tBiomedical science\tMicrobiology
"
HBM237.TJFZ.599,snrna-seq [salmon] data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"Bioinformatics	Molecular biology	Biomedical science
"
HBM398.JQZB.348,snrna-seq [salmon] data from the kidney (left) of a 14.0-year-old white female,gpt-3.5-turbo,"Genetics   Bioinformatics   Human biology
"
HBM233.CCCX.767,scrna-seq (10x genomics v3) data from the knee (left) of a 56-year-old white male,gpt-3.5-turbo,"Transcriptomics
"
HBM945.FSHR.864,codex data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Human biology
"
HBM924.DSPX.449,snrnaseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Microbiology
"
HBM575.QJHH.278,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"RNA, Genetics, Biology
"
HBM639.SPNR.589,snatacseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Single-cell analysis, Musculoskeletal medicine, Genomics
"
HBM894.VJNM.258,snrnaseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Anatomy	Human biology	Microbiology
"
HBM847.GZGD.668,slide-seq data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"""Computational biology""	""Genetics""	""RNA""
"
HBM373.QRLQ.338,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Genomics   Genetics   Biomedical science
"
HBM268.NKXB.243,codex [cytokit + sprm] data from the lymph node of a 21-year-old black or african american female,gpt-3.5-turbo,"Genetics    Human genetics   Biology
"
HBM477.BPMF.855,sciatac-seq [snapatac] data from the heart of a 51-year-old white male,gpt-3.5-turbo,"Bioinformatics	Molecular biology	Genetics
"
HBM893.MCGS.487,codex data from the small intestine of a 38-year-old white male,gpt-3.5-turbo,"Biomedical science    Genetics    Human biology
"
HBM359.CSFK.287,seqfish [lab processed] data from the spleen of a 62-year-old white female,gpt-3.5-turbo,"Cell biology   Transcriptomics   Human biology
"
HBM622.JXWQ.554,codex [cytokit + sprm] data from the lymph node of a 10-year-old white male,gpt-3.5-turbo,"Cell biology   Microbiology   Human biology
"
HBM389.PKHL.936,codex data from the spleen of a 20-year-old white male,gpt-3.5-turbo,"Genomics	Molecular biology	Data acquisition
"
HBM273.ZHHG.846,multiplex ion beam imaging data from the uterus of a 29.1-year-old white female,gpt-3.5-turbo,"Human genetics
"
HBM463.JRTB.582,pas stained microscopy data from the kidney (right) of a 58-year-old white female,gpt-3.5-turbo,"Gastroenterology
"
HBM447.RHLH.225,lc-ms data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"Microbiology
"
HBM325.FBQQ.678,snrna-seq (10x genomics v3) data from the bladder of a 19-year-old unknown male,gpt-3.5-turbo,"Molecular biology	Medicine	Human biology
"
HBM428.LFXW.254,sciatac-seq [snapatac] data from the small intestine of a 62-year-old white female,gpt-3.5-turbo,"""Biology""	""Biomedical science""	""Immunology""
"
HBM276.BCVG.232,snrnaseq (snare-seq2) data from the kidney (left) of a 76.0-year-old white male,gpt-3.5-turbo,"Biology	Cell biology	Genetics
"
HBM645.ZQSN.258,maldi ims data from the kidney (right) of a 44-year-old white female,gpt-3.5-turbo,"Anatomy	Microbiology	Reproductive health
"
HBM999.KMVN.849,snrna-seq [salmon] data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"Anatomy\tMicroscopy\tBiomedical science
"
HBM468.VQQQ.574,scrna-seq (10x genomics) [salmon] data from the spleen of a 18-year-old black or african american male,gpt-3.5-turbo,"Biochemistry	Genetics	Microbiology
"
HBM528.DMSV.294,snrna-seq (snare-seq2) [salmon] data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"Transcriptomics   Genetics   Human biology
"
HBM682.TWTR.428,seqfish data from the spleen of a 62-year-old white female,gpt-3.5-turbo,"Genomics\tHuman genetics\tMicrobiology
"
HBM979.LJGZ.773,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Genetics	Anatomy	Ageism
"
HBM655.RKJR.493,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"Anatomy	Zoology	Medicine
"
HBM585.QVVV.475,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Transcriptomics	Molecular biology	Genetics
"
HBM439.WJDV.974,codex data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"Cell biology	Medicine	Genomics
"
HBM255.HLNC.938,snrnaseq (snare-seq2) data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"Bioinformatics	Molecular biology	Genetics
"
HBM699.NGDQ.539,snrnaseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"Genetics   Molecular biology   Human biology
"
HBM253.TVVV.745,lc-ms data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Microbiology	Genetics	Human biology
"
HBM393.DZDZ.972,slide-seq [salmon] data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"Genetics   Medicine   Human biology
"
HBM747.PQGG.768,snatac-seq [snapatac] data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"Biology	Anatomy	Human biology
"
HBM684.RGXT.458,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Biology	Microbiology	Genetics
"
HBM762.KNPK.922,ms data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Transcriptomics   Genetics   Human biology
"
HBM344.KMPF.842,lc-ms bottom up data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"Genomics	Cell biology	Human genetics
"
HBM726.VXBQ.393,lc-ms bottom up data from the kidney (right) of a 64-year-old white female,gpt-3.5-turbo,"Biochemistry	Molecular biology	Gastroenterology
"
HBM653.FMZX.257,multiplex ion beam imaging data from the uterus of a 23.1-year-old black or african american female,gpt-3.5-turbo,"Bioinformatics	Molecular biology	Genetics
"
HBM772.CSQS.353,multiplex ion beam imaging data from the uterus of a 38.1-year-old white female,gpt-3.5-turbo,"Cell biology   DNA   Genetics
"
HBM265.SDLV.487,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Epigenomics	Molecular biology	Respiratory medicine
"
HBM278.JPVF.359,multiplex ion beam imaging data from the uterus of a 36.2-year-old white female,gpt-3.5-turbo,"Microbiome, Human biology, Genetics
"
HBM243.QRKL.558,whole genome sequencing data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"Analytical chemistry	Molecular biology	Gastroenterology
"
HBM762.VLJF.655,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Biochemistry   Biology   Biomedical science
"
HBM488.MJXX.468,snatac-seq (snare-seq2) [snapatac] data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"Anatomy	Animal study	Biology
"
HBM244.TVNH.734,codex [cytokit + sprm] data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"Anatomy\tBioinformatics\tCell biology
"
HBM533.MGCR.574,lc-ms data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Genetics	Sample collections	Transcriptomics
"
HBM654.KGFR.248,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Anatomy  	Biomedical science  	Female medicine
"
HBM278.GHLH.482,multiplex ion beam imaging data from the uterus of a 26.9-year-old unknown female,gpt-3.5-turbo,"Genetics	Genomics	Immunology
"
