Model,Abstract,Ground Truth,Predictions,Hallucinations,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,Adjusted Weights
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Differentiation proceeds along a continuum of increasingly fate-restricted intermediates, referred to as canalization<sup>1,2</sup>. Canalization is essential for stabilizing cell fate, but the mechanisms that underlie robust canalization are unclear. Here we show that the BRG1/BRM-associated factor (BAF) chromatin-remodelling complex ATPase gene Brm safeguards cell identity during directed cardiogenesis of mouse embryonic stem cells. Despite the establishment of a well-differentiated precardiac mesoderm, Brm<sup>-/-</sup> cells predominantly became neural precursors, violating germ layer assignment. Trajectory inference showed a sudden acquisition of a non-mesodermal identity in Brm<sup>-/-</sup> cells. Mechanistically, the loss of Brm prevented de novo accessibility of primed cardiac enhancers while increasing the expression of neurogenic factor POU3F1, preventing the binding of the neural suppressor REST and shifting the composition of BRG1 complexes. The identity switch caused by the Brm mutation was overcome by increasing BMP4 levels during mesoderm induction. Mathematical modelling supports these observations and demonstrates that Brm deletion affects cell fate trajectory by modifying saddle-node bifurcations<sup>2</sup>. In the mouse embryo, Brm deletion exacerbated mesoderm-deleted Brg1-mutant phenotypes, severely compromising cardiogenesis, and reveals an in vivo role for Brm. Our results show that Brm is a compensable safeguard of the fidelity of mesoderm chromatin states, and support a model in which developmental canalization is not a rigid irreversible path, but a highly plastic trajectory.","{'Sequence assembly', 'Gene regulation', 'Gene expression', 'Genotype and phenotype', 'Genetics', 'Zoology', 'Drug metabolism'}","{'Human genetics', 'Genetic engineering', 'Gene regulation', 'Cardiology', 'Gene expression', 'Genomics', 'Animal study', 'Regenerative medicine', 'Human biology', 'Embryology', 'Proteins', 'Genetic variation', 'Zoology', 'Cell biology', 'Model organisms', 'Membrane and lipoproteins'}",set(),0.15,0.1875,0.42857142857142855,"{'Genotype and phenotype', 'Genetics', 'Drug metabolism', 'Sequence assembly'}","{'Human genetics', 'Genetic engineering', 'Cardiology', 'Genomics', 'Cell biology', 'Regenerative medicine', 'Human biology', 'Embryology', 'Proteins', 'Genetic variation', 'Model organisms', 'Animal study', 'Membrane and lipoproteins'}",41.18174603174606,0.10638297872340426,18.0170138888889
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"The annual migration of a bird can involve thousands of kilometres of nonstop flight, requiring accurately timed seasonal changes in physiology and behaviour. Understanding the molecular mechanisms controlling this endogenous programme can provide functional and evolutionary insights into the circannual biological clock and the potential of migratory species to adapt to changing environments. Under naturally timed photoperiod conditions, we maintained captive Swainson's thrushes (Catharus ustulatus) and performed RNA sequencing (RNA-Seq) of the ventral hypothalamus and optic chiasma to evaluate transcriptome-wide gene expression changes of individuals in migratory condition. We found that 188 genes were differentially expressed in relation to migratory state, 86% of which have not been previously linked to avian migration. Focal hub genes were identified that are candidate variables responsible for the occurrence of migration (e.g. CRABP1). Numerous genes involved in cell adhesion, proliferation and motility were differentially expressed (including RHOJ, PAK1 and TLN1), suggesting that migration-related changes are regulated by seasonal neural plasticity.","{'Gene expression', 'Genetics', 'Zoology', 'Transcriptomics'}","{'Laboratory animal science', 'Proteins', 'Gene expression', 'Zoology', 'Animal study', 'Transcriptomics'}",set(),0.42857142857142855,0.5,0.75,{'Genetics'},"{'Proteins', 'Animal study', 'Laboratory animal science'}",2.6547619047619047,0.0,1.7698412698412698
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"The utilization of methane, a potent greenhouse gas, is an important component of local and global carbon cycles that is characterized by tight linkages between methane-utilizing (methanotrophic) and nonmethanotrophic bacteria. It has been suggested that the methanotroph sustains these nonmethanotrophs by cross-feeding, because subsequent products of the methane oxidation pathway, such as methanol, represent alternative carbon sources. We established cocultures in a microcosm model system to determine the mechanism and substrate that underlay the observed cross-feeding in the environment. Lanthanum, a rare earth element, was applied because of its increasing importance in methylotrophy. We used co-occurring strains isolated from Lake Washington sediment that are involved in methane utilization: a methanotroph and two nonmethanotrophic methylotrophs. Gene-expression profiles and mutant analyses suggest that methanol is the dominant carbon and energy source the methanotroph provides to support growth of the nonmethanotrophs. However, in the presence of the nonmethanotroph, gene expression of the dominant methanol dehydrogenase (MDH) shifts from the lanthanide-dependent MDH (XoxF)-type, to the calcium-dependent MDH (MxaF)-type. Correspondingly, methanol is released into the medium only when the methanotroph expresses the MxaF-type MDH. These results suggest a cross-feeding mechanism in which the nonmethanotrophic partner induces a change in expression of methanotroph MDHs, resulting in release of methanol for its growth. This partner-induced change in gene expression that benefits the partner is a paradigm for microbial interactions that cannot be observed in studies of pure cultures, underscoring the importance of synthetic microbial community approaches to understand environmental microbiomes.","{'Drug metabolism', 'Pharmacology', 'Proteins', 'Gene expression', 'Carbon cycle'}","{'Synthetic chemistry', 'Synthetic biology', 'Gene regulation', 'Proteins', 'Carbon cycle', 'Software engineering', 'Gene expression', 'Microbiology', 'Microbial ecology', 'Metagenomics'}",set(),0.25,0.3,0.6,"{'Pharmacology', 'Drug metabolism'}","{'Synthetic biology', 'Gene regulation', 'Microbiology', 'Software engineering', 'Synthetic chemistry', 'Microbial ecology', 'Metagenomics'}",8.135353535353536,0.25,4.067676767676768
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"We designed and constructed a genome-wide microarray with 22,987 70-mer oligonucleotides covering the presently known and predicted genes in the silkworm genome, and surveyed the gene expression in multiple silkworm tissues on day 3 of the fifth instar. Clusters of tissue-prevalent and tissue-specific genes and genes that are differentially expressed in different tissues were identified, and they reflect well major tissue-specific functions on the molecular level. The data presented in this study provide a new resource for annotating the silkworm genome.","{'Medicinal chemistry', 'Biochemistry', 'Chemistry', 'Genetics', 'Zoology', 'Drug metabolism'}","{'Gene expression', 'Zoology', 'Animal study', 'Laboratory animal science'}",set(),0.1111111111111111,0.25,0.16666666666666666,"{'Medicinal chemistry', 'Chemistry', 'Genetics', 'Drug metabolism', 'Biochemistry'}","{'Gene expression', 'Animal study', 'Laboratory animal science'}",8.723015873015873,0.5,13.084523809523809
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Influenza A viruses (IAVs) quickly adapt to new environments and are well known to cross species barriers. To reveal a molecular basis for these phenomena, we compared the Ser/Thr and Tyr phosphoproteomes of murine lung epithelial cells early and late after infection with mouse-adapted SC35M virus or its nonadapted SC35 counterpart. With this analysis we identified a large set of upregulated Ser/Thr phosphorylations common to both viral genotypes, while Tyr phosphorylations showed little overlap. Most of the proteins undergoing massive changes of phosphorylation in response to both viruses regulate chromatin structure, RNA metabolism, and cell adhesion, including a focal adhesion kinase (FAK)-regulated network mediating the regulation of actin dynamics. IAV also affected phosphorylation of activation loops of 37 protein kinases, including FAK and several phosphatases, many of which were not previously implicated in influenza virus infection. Inhibition of FAK proved its contribution to IAV infection. Novel phosphorylation sites were found on IAV-encoded proteins, and the functional analysis of selected phosphorylation sites showed that they either support (NA Ser178) or inhibit (PB1 Thr223) virus propagation. Together, these data allow novel insights into IAV-triggered regulatory phosphorylation circuits and signaling networks.<b>IMPORTANCE</b> Infection with IAVs leads to the induction of complex signaling cascades, which apparently serve two opposing functions. On the one hand, the virus highjacks cellular signaling cascades in order to support its propagation; on the other hand, the host cell triggers antiviral signaling networks. Here we focused on IAV-triggered phosphorylation events in a systematic fashion by deep sequencing of the phosphoproteomes. This study revealed a plethora of newly phosphorylated proteins. We also identified 37 protein kinases and a range of phosphatases that are activated or inactivated following IAV infection. Moreover, we identified new phosphorylation sites on IAV-encoded proteins. Some of these phosphorylations support the enzymatic function of viral components, while other phosphorylations are inhibitory, as exemplified by PB1 Thr223 modification. Our global characterization of IAV-triggered patterns of phospho-proteins provides a rich resource to further understand host responses to infection at the level of phosphorylation-dependent signaling networks.","{'Medicinal chemistry', 'Chemistry', 'Genetics', 'Physiology', 'Sequence analysis', 'Drug metabolism', 'Human biology', 'Biochemistry', 'Molecular genetics', 'Pharmacology', 'Proteins', 'Zoology'}","{'Laboratory animal science', 'Infectious disease', 'Proteogenomics', 'Respiratory medicine', 'Proteomics', 'Cell culture collection', 'RNA', 'Proteins', 'Zoology', 'Animal study'}",set(),0.1,0.2,0.16666666666666666,"{'Medicinal chemistry', 'Chemistry', 'Genetics', 'Physiology', 'Sequence analysis', 'Drug metabolism', 'Human biology', 'Biochemistry', 'Molecular genetics', 'Pharmacology'}","{'Laboratory animal science', 'Infectious disease', 'Proteogenomics', 'Respiratory medicine', 'Proteomics', 'Cell culture collection', 'RNA', 'Animal study'}",54.45634920634923,0.9459459459459459,65.34761904761908
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Activating mutations in JAK1 have been reported in acute lymphoblastic leukemias (ALLs). In this study, we found a type I interferon (IFN) transcriptional signature in JAK1 mutation-positive human ALL samples. This signature was recapitulated in vitro by the expression of JAK1 mutants in BW5147 and BaF3 hematopoietic cell lines. Binding of JAK1 to the IFN receptor was essential because mutations in the FERM domain abrogated this effect. Beside the constitutive activation of the type I IFN signaling cascade, JAK1 mutations also strongly potentiated the response to IFN in vitro. Typically, the proliferation of cell lines expressing JAK1(A634D) was abrogated by type I IFNs. Interestingly, we found that different JAK1 mutations differentially potentiate responses to type I IFNs or to interleukin-9, another cytokine using JAK1 to mediate its effects. This suggests that the type of mutation influences the specificity of the effect on distinct cytokine receptor signaling. Finally, we also showed in an in vivo leukemia model that cells expressing JAK1(A634D) are hypersensitive to the antiproliferative and antitumorigenic effect of type I IFN, suggesting that type I IFNs should be considered as a potential therapy for ALL with JAK1-activating mutations.","{'DNA mutation', 'Immunology', 'Immunoinformatics', 'Genetics', 'Physiology', 'Drug metabolism', 'Immunogenetics', 'Human biology', 'Pharmacology', 'Gene expression', 'Zoology'}","{'Human genetics', 'Laboratory animal science', 'Ontology and terminology', 'Protein binding sites', 'Protein variants', 'Human biology', 'Antimicrobial Resistance', 'Zoology', 'Animal study'}",set(),0.1111111111111111,0.2222222222222222,0.18181818181818182,"{'DNA mutation', 'Immunology', 'Immunoinformatics', 'Genetics', 'Physiology', 'Drug metabolism', 'Immunogenetics', 'Pharmacology', 'Gene expression'}","{'Human genetics', 'Laboratory animal science', 'Ontology and terminology', 'Protein binding sites', 'Protein variants', 'Antimicrobial Resistance', 'Animal study'}",41.83322510822512,0.9642857142857143,51.129497354497374
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"DNA recombination is required for effective segregation and diversification of genomes and for the successful completion of meiosis. Recent studies in various species hybrids have demonstrated a genetic link between DNA recombination and speciation. Consistent with this, we observed a striking suppression of recombination in the hybrids between two nematodes, the hermaphroditic Caenorhabditis briggsae and the gonochoristic C. nigoni. To unravel the molecular basis underlying the recombination suppression in their hybrids, we generated a C. nigoni genome with chromosome-level contiguity and produced an improved C. briggsae genome with resolved gaps up to 2.8 Mb. The genome alignment reveals not only high sequence divergences but also pervasive intra- and inter-chromosomal sequence re-arrangements between the two species, which are plausible culprits for the observed suppression. Comparison of recombination boundary sequences suggests that recombination in the hybrid requires extensive sequence homology, which is rarely seen between the two genomes. The new genomes and genomic libraries form invaluable resources for studying genome evolution, hybrid incompatibilities and sex evolution for this pair of model species.","{'Genetics', 'Zoology', 'DNA replication and recombination'}","{'Laboratory animal science', 'Gene regulation', 'DNA replication and recombination', 'DNA packaging', 'DNA mutation', 'Genomic imprinting', 'Zoology', 'Animal study', 'DNA polymorphism'}",set(),0.2,0.2222222222222222,0.6666666666666666,{'Genetics'},"{'Laboratory animal science', 'DNA packaging', 'Gene regulation', 'DNA mutation', 'Genomic imprinting', 'Animal study', 'DNA polymorphism'}",5.467857142857143,2.5,1.8226190476190478
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Newborns are frequently affected by mucocutaneous candidiasis. Th17 cells essentially limit mucosal invasion by commensal <i>Candida</i> spp. Here, we sought to understand the molecular basis for the developmental lack of Th17 cell responses in circulating blood neonatal T cells. Naive cord blood CD4 T cells stimulated in Th17-differentiating conditions inherently produced high levels of the interleukin-22 immunoregulatory cytokine, particularly in the presence of neonatal antigen-presenting cells. A genome-wide transcriptome analysis comparing neonatal and adult naïve CD4 T cells <i>ex vivo</i> revealed major developmental differences in gene networks regulating Small Drosophila Mothers Against Decapentaplegic (SMAD) and Signal Transducer and Activator of Transcription 3 (STAT3) signaling. These changes were functionally validated by experiments showing that the requirement for TGF-β in human Th17 cell differentiation is age-dependent. Moreover, STAT3 activity was profoundly diminished while overexpression of the <i>STAT3</i> gene restored Th17 cell differentiation capacity in neonatal T cells. These data reveal that Th17 cell responses are developmentally regulated at the gene expression level in human neonates. These developmental changes may protect newborns against pathological Th17 cell responses, at the same time increasing their susceptibility to mucocutaneous candidiasis.","{'Immunogenetics', 'Human biology', 'Immunology', 'Genetics', 'Drug metabolism'}","{'Human genetics', 'Laboratory animal science', 'Gene regulation', 'Immunoproteins and antigens', 'Immunogenetics', 'Human biology', 'Gene expression', 'Animal study'}",set(),0.18181818181818182,0.25,0.4,"{'Immunology', 'Genetics', 'Drug metabolism'}","{'Human genetics', 'Laboratory animal science', 'Gene regulation', 'Immunoproteins and antigens', 'Gene expression', 'Animal study'}",14.04455266955267,1.0,8.777845418470418
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Glioblastoma stem cells (GSCs) are implicated in tumor neovascularization, invasiveness, and therapeutic resistance. To illuminate mechanisms governing these hallmark features, we developed a de novo glioblastoma multiforme (GBM) model derived from immortalized human neural stem/progenitor cells (hNSCs) to enable precise system-level comparisons of pre-malignant and oncogene-induced malignant states of NSCs. Integrated transcriptomic and epigenomic analyses uncovered a PAX6/DLX5 transcriptional program driving WNT5A-mediated GSC differentiation into endothelial-like cells (GdECs). GdECs recruit existing endothelial cells to promote peritumoral satellite lesions, which serve as a niche supporting the growth of invasive glioma cells away from the primary tumor. Clinical data reveal higher WNT5A and GdECs expression in peritumoral and recurrent GBMs relative to matched intratumoral and primary GBMs, respectively, supporting WNT5A-mediated GSC differentiation and invasive growth in disease recurrence. Thus, the PAX6/DLX5-WNT5A axis governs the diffuse spread of glioma cells throughout the brain parenchyma, contributing to the lethality of GBM.","{'Gene regulation', 'Epigenomics', 'Genetics', 'Genomics', 'Drug metabolism', 'Pathology', 'Human biology', 'Gene expression'}","{'Human genetics', 'Gene regulation', 'Proteins', 'Transcription factors and regulatory sites', 'Human biology', 'DNA binding sites', 'Gene expression', 'Preclinical and clinical studies'}",set(),0.23076923076923078,0.375,0.375,"{'Epigenomics', 'Genetics', 'Genomics', 'Drug metabolism', 'Pathology'}","{'Human genetics', 'Transcription factors and regulatory sites', 'DNA binding sites', 'Proteins', 'Preclinical and clinical studies'}",19.388381063381065,0.7857142857142857,19.388381063381065
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Genetic variations affecting neural tube closure along the head result in malformations of the face and brain. Neural tube defects (NTDs) are among the most common birth defects in humans. We previously reported a mouse mutant called tuft that arose spontaneously in our wild-type 3H1 colony. Adult tuft mice present midline craniofacial malformations with or without an anterior cephalocele. In addition, affected embryos presented neural tube closure defects resulting in insufficient closure of the anterior neuropore or exencephaly. Here, through whole-genome sequencing, we identified a nonsense mutation in the Tet1 gene, which encodes a methylcytosine dioxygenase (TET1), co-segregating with the tuft phenotype. This mutation resulted in premature termination that disrupts the catalytic domain that is involved in the demethylation of cytosine. We detected a significant loss of TET enzyme activity in the heads of tuft embryos that were homozygous for the mutation and had NTDs. RNA-Seq transcriptome analysis indicated that multiple gene pathways associated with neural tube closure were dysregulated in tuft embryo heads. Among them, the expressions of Cecr2, Epha7 and Grhl2 were significantly reduced in some embryos presenting neural tube closure defects, whereas one or more components of the non-canonical WNT signaling pathway mediating planar cell polarity and convergent extension were affected in others. We further show that the recombinant mutant TET1 protein was capable of entering the nucleus and affected the expression of endogenous Grhl2 in IMCD-3 (inner medullary collecting duct) cells. These results indicate that TET1 is an epigenetic determinant for regulating genes that are crucial to closure of the anterior neural tube and its mutation has implications to craniofacial development, as presented by the tuft mouse.","{'Developmental biology', 'Drug development', 'Gene regulation', 'DNA mutation', 'Genetics', 'Drug metabolism', 'RNA', 'Gene expression', 'Zoology', 'Biology'}","{'Laboratory animal science', 'Gene regulation', 'Neurology', 'Proteins', 'Genetics', 'Sequence analysis', 'Transcription factors and regulatory sites', 'Epigenetics', 'Embryology', 'Gene expression', 'Zoology', 'Animal study', 'Gene transcripts'}",set(),0.21052631578947367,0.3076923076923077,0.4,"{'Developmental biology', 'Drug development', 'DNA mutation', 'Drug metabolism', 'RNA', 'Biology'}","{'Laboratory animal science', 'Neurology', 'Sequence analysis', 'Transcription factors and regulatory sites', 'Epigenetics', 'Embryology', 'Proteins', 'Animal study', 'Gene transcripts'}",41.309155464418644,0.38461538461538464,31.77627343416819
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Yin and yang 1 (YY1) is a well-known zinc-finger transcription factor with crucial roles in normal development and malignancy. YY1 acts both as a repressor and as an activator of gene expression. We have identified 23 individuals with de novo mutations or deletions of YY1 and phenotypic features that define a syndrome of cognitive impairment, behavioral alterations, intrauterine growth restriction, feeding problems, and various congenital malformations. Our combined clinical and molecular data define ""YY1 syndrome"" as a haploinsufficiency syndrome. Through immunoprecipitation of YY1-bound chromatin from affected individuals' cells with antibodies recognizing both ends of the protein, we show that YY1 deletions and missense mutations lead to a global loss of YY1 binding with a preferential retention at high-occupancy sites. Finally, we uncover a widespread loss of H3K27 acetylation in particular on the YY1-bound enhancers, underscoring a crucial role for YY1 in enhancer regulation. Collectively, these results define a clinical syndrome caused by haploinsufficiency of YY1 through dysregulation of key transcriptional regulators.","{'Medicinal chemistry', 'Chemistry', 'Genetics', 'Protein binding sites', 'Drug metabolism', 'Human biology', 'Biochemistry', 'Molecular genetics'}","{'Human genetics', 'Biobank', 'Gene regulation', 'DNA mutation', 'Sequence analysis', 'Human biology', 'DNA binding sites', 'Gene expression'}",set(),0.06666666666666667,0.125,0.125,"{'Medicinal chemistry', 'Chemistry', 'Genetics', 'Protein binding sites', 'Drug metabolism', 'Biochemistry', 'Molecular genetics'}","{'Human genetics', 'Biobank', 'Gene regulation', 'DNA mutation', 'Sequence analysis', 'DNA binding sites', 'Gene expression'}",32.48275613275614,2.0,32.48275613275614
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Duck enteritis virus (DEV) is an important herpesvirus pathogen associated with acute, highly contagious lethal disease in waterfowls. Using a deep sequencing approach on RNA from infected chicken embryo fibroblast cultures, we identified several novel DEV-encoded micro (mi)RNAs. Unlike most mardivirus-encoded miRNAs, DEV-encoded miRNAs mapped mostly to the unique long region of the genome. The precursors of DEV miR-D18 and miR-D19 overlapped with each other, suggesting similarities to miRNA-offset RNAs, although only the DEV-miR-D18-3p was functional in reporter assays. Identification of these novel miRNAs will add to the growing list of virus-encoded miRNAs enabling the exploration of their roles in pathogenesis.","{'Genetics', 'Zoology', 'Virology'}","{'Laboratory animal science', 'RNA', 'Zoology', 'Animal study', 'Small molecules'}",set(),0.14285714285714285,0.2,0.3333333333333333,"{'Genetics', 'Virology'}","{'Small molecules', 'Animal study', 'RNA', 'Laboratory animal science'}",6.123015873015874,1.0,3.6738095238095245
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Candida parapsilosis is a pathogenic fungus that is major cause of hospital-acquired infection, predominantly due to growth as biofilms on indwelling medical devices. It is related to Candida albicans, which remains the most common cause of candidiasis disease in humans. The transcription factor Bcr1 is an important regulator of biofilm formation in vitro in both C. parapsilosis and C. albicans. We show here that C. parapsilosis Bcr1 is required for in vivo biofilm development in a rat catheter model, like C. albicans. By comparing the transcription profiles of a bcr1 deletion in both species we found that regulation of expression of the CFEM family is conserved. In C. albicans, three of the five CFEM cell wall proteins (Rbt5, Pga7 and Csa1) are associated with both biofilm formation and acquisition of iron from heme, which is an important virulence characteristic. In C. parapsilosis, the CFEM family has undergone an expansion to 7 members. Expression of three genes (CFEM2, CFEM3, and CFEM6) is dependent on Bcr1, and is induced in low iron conditions. All three are involved in the acquisition of iron from heme. However, deletion of the three CFEM genes has no effect on biofilm formation in C. parapsilosis. Our data suggest that the role of the CFEM family in iron acquisition is conserved between C. albicans and C. parapsilosis, but their role in biofilm formation is not.","{'Pathology', 'Proteins', 'Microbiology', 'Genetics', 'Biomarkers', 'Zoology', 'Drug metabolism'}","{'Laboratory animal science', 'Gene regulation', 'Transcription factors and regulatory sites', 'Pathology', 'Gene expression', 'Zoology', 'Animal study'}",set(),0.16666666666666666,0.2857142857142857,0.2857142857142857,"{'Genetics', 'Drug metabolism', 'Proteins', 'Microbiology', 'Biomarkers'}","{'Laboratory animal science', 'Gene regulation', 'Transcription factors and regulatory sites', 'Gene expression', 'Animal study'}",19.137337662337668,1.0833333333333333,19.137337662337668
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Dissipation kinetics of mesotrione, a new triketone herbicide, sprayed on soil from Limagne (Puy-de-Dôme, France) showed that the soil microflora were able to biotransform it. Bacteria from this soil were cultured in mineral salt solution supplemented with mesotrione as sole source of carbon for the isolation of mesotrione-degrading bacteria. The bacterial community structure of the enrichment cultures was analyzed by temporal temperature gradient gel electrophoresis (TTGE). The TTGE fingerprints revealed that mesotrione had an impact on bacterial community structure only at its highest concentrations and showed mesotrione-sensitive and mesotrione-adapted strains. Two adapted strains, identified as Bacillus sp. and Arthrobacter sp., were isolated by colony hybridization methods. Biodegradation assays showed that only the Bacillus sp. strain was able to completely and rapidly biotransform mesotrione. Among several metabolites formed, 2-amino-4-methylsulfonylbenzoic acid (AMBA) accumulated in the medium. Although sulcotrione has a chemical structure closely resembling that of mesotrione, the isolates were unable to degrade it.","{'Environmental sciences', 'Ecology', 'Microbiology', 'Microbial ecology', 'Drug metabolism'}","{'Chemistry', 'Carbon cycle', 'Drug metabolism', 'Plant biology', 'Metabolomics'}",{'Soil chemistry'},0.1111111111111111,0.2,0.2,"{'Microbiology', 'Microbial ecology', 'Environmental sciences', 'Ecology'}","{'Chemistry', 'Plant biology', 'Metabolomics', 'Carbon cycle'}",6.515873015873015,0.2857142857142857,6.515873015873015
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Many cellular models aimed at elucidating cancer biology do not recapitulate pathobiology including tumor heterogeneity, an inherent feature of cancer that underlies treatment resistance. Here we introduce a cancer modeling paradigm using genetically engineered human pluripotent stem cells (hiPSCs) that captures authentic cancer pathobiology. Orthotopic engraftment of the neural progenitor cells derived from hiPSCs that have been genome-edited to contain tumor-associated genetic driver mutations revealed by The Cancer Genome Atlas project for glioblastoma (GBM) results in formation of high-grade gliomas. Similar to patient-derived GBM, these models harbor inter-tumor heterogeneity resembling different GBM molecular subtypes, intra-tumor heterogeneity, and extrachromosomal DNA amplification. Re-engraftment of these primary tumor neurospheres generates secondary tumors with features characteristic of patient samples and present mutation-dependent patterns of tumor evolution. These cancer avatar models provide a platform for comprehensive longitudinal assessment of human tumor development as governed by molecular subtype mutations and lineage-restricted differentiation.","{'Genetic engineering', 'Gene regulation', 'DNA mutation', 'Genetics', 'Drug metabolism', 'Pathology', 'Human biology', 'Gene expression', 'Zoology'}","{'Human genetics', 'Pain medicine', 'Genetic engineering', 'Laboratory animal science', 'Gene regulation', 'Neurology', 'Proteins', 'Gene structure', 'Cell culture collection', 'Plant biology', 'Human biology', 'Gene expression', 'Zoology', 'Animal study', 'Gene transcripts', 'Preclinical and clinical studies'}",set(),0.25,0.3125,0.5555555555555556,"{'Pathology', 'Genetics', 'Drug metabolism', 'DNA mutation'}","{'Human genetics', 'Pain medicine', 'Laboratory animal science', 'Neurology', 'Gene structure', 'Cell culture collection', 'Plant biology', 'Proteins', 'Animal study', 'Gene transcripts', 'Preclinical and clinical studies'}",33.92950937950938,0.2571428571428571,19.08534902597403
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Chocolate Pots hot springs (CP) is a unique, circumneutral pH, iron-rich, geothermal feature in Yellowstone National Park. Prior research at CP has focused on photosynthetically driven Fe(II) oxidation as a model for mineralization of microbial mats and deposition of Archean banded iron formations. However, geochemical and stable Fe isotopic data have suggested that dissimilatory microbial iron reduction (DIR) may be active within CP deposits. In this study, the potential for microbial reduction of native CP Fe(III) oxides was investigated, using a combination of cultivation dependent and independent approaches, to assess the potential involvement of DIR in Fe redox cycling and associated stable Fe isotope fractionation in the CP hot springs. Endogenous microbial communities were able to reduce native CP Fe(III) oxides, as documented by most probable number enumerations and enrichment culture studies. Enrichment cultures demonstrated sustained DIR driven by oxidation of acetate, lactate, and H2 . Inhibitor studies and molecular analyses indicate that sulfate reduction did not contribute to observed rates of DIR in the enrichment cultures through abiotic reaction pathways. Enrichment cultures produced isotopically light Fe(II) during DIR relative to the bulk solid-phase Fe(III) oxides. Pyrosequencing of 16S rRNA genes from enrichment cultures showed dominant sequences closely affiliated with Geobacter metallireducens, a mesophilic Fe(III) oxide reducer. Shotgun metagenomic analysis of enrichment cultures confirmed the presence of a dominant G. metallireducens-like population and other less dominant populations from the phylum Ignavibacteriae, which appear to be capable of DIR. Gene (protein) searches revealed the presence of heat-shock proteins that may be involved in increased thermotolerance in the organisms present in the enrichments as well as porin-cytochrome complexes previously shown to be involved in extracellular electron transport. This analysis offers the first detailed insight into how DIR may impact the Fe geochemistry and isotope composition of a Fe-rich, circumneutral pH geothermal environment.","{'Microbiology', 'Sequence analysis', 'Drug metabolism'}","{'Microbiology', 'Microbial ecology', 'Microbial collection'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Sequence analysis', 'Drug metabolism'}","{'Microbial ecology', 'Microbial collection'}",3.3972222222222226,0.3333333333333333,3.3972222222222226
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Because microRNAs (miRNAs) have been associated with eye diseases, our study aims to profile ocular miRNA expression in normal human ciliary body (CB), cornea, and trabecular meshwork (TM) using miRNA-Seq to provide a foundation for better understanding of miRNA function and disease involvement in these tissues.","{'Human biology', 'RNA', 'Sequence analysis', 'Genetics', 'Drug metabolism'}","{'Human genetics', 'Sequence analysis', 'Human biology', 'RNA', 'Ophthalmology'}",set(),0.42857142857142855,0.6,0.6,"{'Genetics', 'Drug metabolism'}","{'Human genetics', 'Ophthalmology'}",3.6257936507936512,0.3333333333333333,3.6257936507936512
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"In the malaria parasite Plasmodium falciparum, the switch from asexual multiplication to sexual differentiation into gametocytes is essential for transmission to mosquitos. The transcription factor PfAP2-G is a key determinant of sexual commitment that orchestrates this crucial cell fate decision. Here we identify the direct targets of PfAP2-G and demonstrate that it dynamically binds hundreds of sites across the genome. We find that PfAP2-G is a transcriptional activator of early gametocyte genes, and identify differences in PfAP2-G occupancy between gametocytes derived via next-cycle and same-cycle conversion. Our data implicate PfAP2-G not only as a transcriptional activator of gametocyte genes, but also as a potential regulator of genes important for red blood cell invasion. We also find that regulation by PfAP2-G requires interaction with a second transcription factor, PfAP2-I. These results clarify the functional role of PfAP2-G during sexual commitment and early gametocytogenesis.","{'Parasitology', 'Gene regulation', 'Proteins', 'Genetics', 'Gene expression', 'Drug metabolism'}","{'Laboratory animal science', 'Transcription factors and regulatory sites', 'Parasitology', 'Zoology', 'Animal study'}",set(),0.1,0.2,0.16666666666666666,"{'Gene regulation', 'Genetics', 'Gene expression', 'Drug metabolism', 'Proteins'}","{'Animal study', 'Zoology', 'Transcription factors and regulatory sites', 'Laboratory animal science'}",15.154401154401155,0.1111111111111111,18.185281385281385
