Name,Description,Model,Predictions,Hallucinations
HBM399.GZRJ.726,snrna-seq (10x genomics v3) data from the small intestine of a 24-year-old white male,gpt-3.5-turbo,{'Cell biology'},{'Bioinformatics  Genetics'}
HBM247.RNRR.586,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Microbiology', 'Human biology', 'Biochemistry'}",set()
HBM864.HFST.567,ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Human biology'}",set()
HBM428.SRNB.497,snatac-seq (snare-seq2) [snapatac] data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"{'Cell biology', 'Transcriptomics', 'Epigenetics'}",set()
HBM429.QLFN.492,sciatac-seq data from the small intestine of a 62-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Human biology'}",set()
HBM362.DLZS.564,autofluorescence microscopy data from the kidney (right) of a 31-year-old white male,gpt-3.5-turbo,"{'Microbiology', 'Human biology', 'Anatomy'}",set()
HBM434.GJQF.366,multiplex ion beam imaging data from the uterus of a 25.1-year-old black or african american female,gpt-3.5-turbo,"{'Genetics', 'Bioengineering', 'Anatomy'}",set()
HBM267.BZKT.867,codex data from the spleen of a 18-year-old white male,gpt-3.5-turbo,"{'Human biology', 'Molecular biology', 'Anatomy'}",set()
HBM256.TSRN.268,bulk atac-seq [bwa + macs2] data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Gastroenterology', 'Epigenetics'}",set()
HBM633.JXTC.477,snrna-seq [salmon] data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Biology', 'RNA'}",set()
HBM743.FBJP.586,scrna-seq (10x genomics v3) data from the knee (right) of a 31-year-old black or african american female,gpt-3.5-turbo,"{'Cell biology', 'Transcriptomics', 'Biology'}",set()
HBM556.GXMS.552,snatacseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"{'Genomics', 'Data acquisition', 'Developmental biology'}",set()
HBM745.NBXV.743,sciatac-seq [snapatac] data from the small intestine of a 62-year-old white female,gpt-3.5-turbo,"{'Gastroenterology', 'Bioinformatics', 'Transcriptomics'}",set()
HBM535.XQDS.238,snrnaseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"{'Genomics', 'Cell biology', 'Human biology'}",set()
HBM795.TFHS.265,scrna-seq (10x genomics) [salmon] data from the spleen of a 20-year-old white male,gpt-3.5-turbo,"{'Bioinformatics', 'Human biology'}",{'Single-cell genomics'}
HBM955.DXVQ.765,snrnaseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"{'Biomedical science', 'Transcriptomics', 'Human genetics'}",set()
HBM773.WCXC.264,snrna-seq (10x genomics v3) data from the kidney (left) of a 76.0-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Bioinformatics', 'Transcriptomics'}",set()
HBM962.KQLZ.422,snrna-seq [salmon] data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Gastroenterology', 'Transcriptomics'}",set()
HBM568.TFRG.449,snrna-seq (10x genomics v3) data from the small intestine of a 38-year-old white male,gpt-3.5-turbo,"{'Transcriptomics', 'Biology'}",{'Tissue/cellular biology'}
HBM524.DVNF.223,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Anatomy'}",set()
HBM349.XMLL.699,multiplex ion beam imaging data from the uterus of a 23.4-year-old unknown female,gpt-3.5-turbo,"{'Cell biology', 'Human biology', 'Anatomy'}",set()
HBM246.DMSS.835,snrna-seq (10x genomics v3) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Zoology', 'RNA'}",set()
HBM433.SPRB.778,snrna-seq (10x genomics v3) data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Biomedical science', 'Human biology', 'Genomics'}",set()
HBM757.VHCK.858,codex data from the thymus of a 11-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Immunology'}",set()
HBM668.QFDW.774,snatac-seq (snare-seq2) [snapatac] data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Molecular biology', 'Immunology'}",set()
HBM742.GTJJ.334,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Bioinformatics', 'Transcriptomics'}",set()
HBM462.LTDJ.964,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Molecular biology'}",set()
HBM396.JHNS.692,snrnaseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Transcription factors and regulatory sites'}",set()
HBM729.KJWJ.742,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Human biology'}",set()
HBM628.HGGF.468,scrna-seq (10x genomics) [salmon] data from the lymph node of a 1-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Anatomy'}",set()
HBM958.GHFM.676,pas stained microscopy data from the kidney (right) of a 58-year-old white female,gpt-3.5-turbo,"{'Human biology', 'Anatomy'}",{'Microscopy'}
HBM455.ZPNN.623,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Computational biology', 'Molecular biology'}",set()
HBM285.PQHN.569,snatac-seq [snapatac] data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Genomics', 'Cell biology', 'Data management'}",set()
HBM866.XBSS.429,snrna-seq (10x genomics v3) data from the bladder of a 25-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'DNA'}",set()
HBM664.KRQG.276,snatacseq (snare-seq2) data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Personalised medicine'}",set()
HBM732.FZVZ.656,cell dive data from the skin of a 72.0-year-old white male,gpt-3.5-turbo,"{'Cell biology', 'Human biology', 'Biology'}",set()
HBM844.RXXR.293,snrna-seq [salmon] data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Geriatric medicine', 'Transcriptomics'}","{'Ageing', 'White female'}"
HBM695.VNZJ.522,snrna-seq (10x genomics v3) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Molecular biology', 'RNA'}",set()
HBM495.ZFDT.229,slide-seq [salmon] data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"{'Genomics', 'Transcriptomics', 'Molecular biology'}",set()
HBM237.DLKC.855,multiplex ion beam imaging data from the uterus of a 36.1-year-old asian female,gpt-3.5-turbo,"{'Cell biology', 'Human biology', 'Anatomy'}",set()
HBM278.VDLJ.743,ms data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"{'Microbiology', 'Human biology', 'DNA'}",set()
HBM725.QFKT.594,codex [cytokit + sprm] data from the large intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Molecular biology'}",set()
HBM893.GHBZ.726,lc-ms data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Geriatric medicine'}",{'Ageing'}
HBM578.SRZG.769,snrna-seq (10x genomics v3) data from the kidney (left) of a 66-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'RNA'}",{'-'}
HBM969.MLWK.466,pas stained microscopy data from the kidney (left) of a 58-year-old black or african american male,gpt-3.5-turbo,"{'Cell biology', 'Microbiology', 'Anatomy'}",set()
HBM475.LXDL.227,snrna-seq (10x genomics v3) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Bioinformatics', 'Molecular biology'}",set()
HBM423.JZTB.864,lightsheet microscopy data from the spleen of a 20-year-old white male,gpt-3.5-turbo,"{'Microbiology', 'Biomarkers', 'Anatomy'}",set()
HBM279.TQRS.775,codex data from the lymph node of a 18-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'DNA'}",set()
HBM293.JJRG.875,multiplex ion beam imaging data from the uterus of a 24-year-old black or african american female,gpt-3.5-turbo,"{'Biology', 'Immunology', 'Anatomy'}",set()
HBM756.GZSH.268,snrnaseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Biology', 'RNA'}",set()
HBM768.FKCS.477,snrna-seq [salmon] data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Transcriptomics'}",set()
HBM295.MMTQ.529,scrna-seq (10x genomics v3) data from the spleen of a 18-year-old white male,gpt-3.5-turbo,"{'Cell biology', 'Molecular biology', 'Biology'}",set()
HBM693.SRHJ.546,snrna-seq [salmon] data from the small intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"{'Microbiology', 'Human biology', 'Human genetics'}",set()
HBM555.TNNT.434,snrna-seq (10x genomics v3) data from the bladder of a 5-year-old black or african american female,gpt-3.5-turbo,"{'Biomedical science', 'Genetics', 'RNA'}",set()
HBM752.ZDVQ.683,ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Gastroenterology', 'Microbiology'}",set()
HBM822.DZFP.968,ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Proteomics'}",set()
HBM642.BQBQ.999,multiplex ion beam imaging data from the uterus of a 32.4-year-old asian female,gpt-3.5-turbo,"{'Biomedical science', 'Human biology', 'Anatomy'}",set()
HBM496.PDBS.429,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Anatomy'}",set()
HBM564.KDDS.745,snatacseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Human biology'}",set()
HBM374.NBPR.367,multiplex ion beam imaging data from the uterus of a 23.5-year-old asian female,gpt-3.5-turbo,{'Anatomy'},"{'Cellular biology', 'Women\x92s health'}"
HBM839.ZFRD.789,snrna-seq [salmon] data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"{'Transcriptomics', 'Biology', 'Immunology'}",set()
HBM832.FQKR.463,pas stained microscopy data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Cell biology', 'Microbiology', 'Anatomy'}",set()
HBM529.NPMF.358,lc-ms data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Biology'}",set()
HBM283.GNGR.785,codex data from the lymph node of a 17-year-old unknown male,gpt-3.5-turbo,"{'Microbiology', 'Molecular biology', 'Proteomics'}",set()
HBM782.DNVV.354,seqfish [lab processed] data from the small intestine of a 62-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Molecular biology'}",set()
HBM699.CKMP.557,lc-ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Biology'}",set()
HBM785.QGFZ.856,multiplex ion beam imaging data from the uterus of a 24.1-year-old unknown female,gpt-3.5-turbo,"{'Anatomy', 'Molecular biology', 'Epigenetics'}",set()
HBM529.NGCG.277,autofluorescence microscopy data from the kidney (left) of a 66-year-old white female,gpt-3.5-turbo,"{'Anatomy', 'Medicine'}",{'Microscopy'}
HBM422.MKWK.448,snrnaseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"{'Biomedical science', 'Human biology', 'Transcriptomics'}",set()
HBM633.XKWX.775,ms data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Biology', 'Molecular biology', 'Proteomics'}",set()
HBM492.NPXK.885,snrna-seq (10x genomics v3) data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"{'Gastroenterology', 'Human biology', 'Transcriptomics'}",set()
HBM644.NKCL.897,snrna-seq [salmon] data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Gastroenterology', 'Zoology', 'Transcriptomics'}",set()
HBM848.VLZL.329,whole genome sequencing data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Taxonomy', 'Anatomy'}",set()
HBM374.PCQG.742,snrna-seq [salmon] data from the small intestine of a 24-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Transcriptomics'}",set()
HBM994.PDJN.987,multiplex ion beam imaging data from the uterus of a 21.3-year-old unknown female,gpt-3.5-turbo,"{'Microbiology', 'Medical informatics', 'Anatomy'}",set()
HBM264.MJCH.639,snrna-seq [salmon] data from the kidney (right) of a 57-year-old white male,gpt-3.5-turbo,"{'Genomics', 'Human biology', 'Transcriptomics'}",set()
HBM829.PDDG.496,multiplex ion beam imaging data from the uterus of a 28.2-year-old white female,gpt-3.5-turbo,"{'Anatomy', 'Biology', 'Medicine'}",set()
HBM962.KNCK.947,multiplex ion beam imaging data from the uterus of a 33.3-year-old unknown female,gpt-3.5-turbo,"{'Medical informatics', 'Molecular biology', 'Anatomy'}",set()
HBM478.MRVG.423,ms data from the small intestine of a 38-year-old white male,gpt-3.5-turbo,"{'Gastroenterology', 'Biochemistry', 'Molecular biology'}",set()
HBM487.WJST.938,snrna-seq (10x genomics v3) data from the small intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Molecular biology'}",set()
HBM982.TTRB.258,snrna-seq (10x genomics v3) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Biotechnology', 'Cell biology'}",set()
HBM885.KDQV.248,multiplex ion beam imaging data from the uterus of a 20.5-year-old unknown female,gpt-3.5-turbo,"{'Animal study', 'Anatomy'}",{'Imaging'}
HBM746.VTDZ.959,cell dive data from the skin of a 48.0-year-old white male,gpt-3.5-turbo,"{'Cell biology', 'Human biology', 'Dermatology'}",set()
HBM979.KNQM.454,slide-seq [salmon] data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"{'Genomics', 'Cell biology', 'Taxonomy'}",set()
HBM679.MZHV.399,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Microbiology', 'Human biology', 'Anatomy'}",set()
HBM498.BDMM.362,ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Biomedical science', 'Gastroenterology', 'Microbiology'}",set()
HBM689.ZKRJ.585,snrna-seq [salmon] data from the kidney (left) of a 76.0-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Bioinformatics', 'Molecular biology'}",set()
HBM325.RVSR.229,pas stained microscopy data from the kidney (left) of a 56-year-old white male,gpt-3.5-turbo,"{'Microbiology', 'Human biology', 'Anatomy'}",set()
HBM488.CHLD.467,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Biomedical science', 'Cell biology', 'Genetics'}",set()
HBM934.KLGL.584,codex data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"{'Genomics', 'Human biology', 'Molecular biology'}",set()
HBM334.KSQN.472,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Biobank', 'Epigenomics'}",{'Tissue collection'}
HBM573.VSJK.526,codex data from the lymph node of a 1-year-old white male,gpt-3.5-turbo,{'Animal study'},set()
HBM757.CMSL.897,slide-seq data from the kidney (left) of a 66-year-old white male,gpt-3.5-turbo,{'Biology'},set()
HBM292.FTLJ.343,snrna-seq (10x genomics v3) data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,{'Genetics'},set()
HBM954.WWJF.865,scrna-seq (10x genomics) [salmon] data from the liver of a 65-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Biology'}",set()
HBM346.XMWF.667,snatac-seq data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Laboratory animal science', 'Transcriptomics', 'Biology'}",set()
HBM595.PKGV.622,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"{'Biomedical science', 'Transcriptomics', 'Genetics'}",set()
HBM744.BFSJ.565,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Genomics'}",set()
HBM253.ZBQP.383,scrna-seq (10x genomics v2) data from the liver of a 44-year-old unknown male,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Molecular biology'}",set()
HBM487.NNNB.468,lc-ms data from the small intestine of a 38-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Genomics'}",set()
HBM455.RZPH.997,snrna-seq [salmon] data from the bladder of a 50-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Bioinformatics'}",set()
HBM977.JQGH.993,multiplex ion beam imaging data from the uterus of a 22.1-year-old white female,gpt-3.5-turbo,"{'Bioinformatics', 'Microbiology', 'Human genetics'}",set()
HBM375.BLZG.235,lc-ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'RNA'}",set()
HBM655.MFTK.764,snrna-seq (10x genomics v3) data from the large intestine of a 24-year-old white male,gpt-3.5-turbo,"{'Biomarkers', 'Human biology', 'Anatomy'}",set()
HBM739.JSGQ.673,autofluorescence microscopy data from the kidney (right) of a 31-year-old white male,gpt-3.5-turbo,"{'Gastroenterology', 'Human biology', 'Metabolomics'}",set()
HBM996.XSNK.694,slide-seq [salmon] data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Transcriptomics'}",set()
HBM385.TCRP.465,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"{'Biomedical science', 'Microbiology', 'Anatomy'}",set()
HBM237.TJFZ.599,snrna-seq [salmon] data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Biomedical science', 'Bioinformatics', 'Molecular biology'}",set()
HBM398.JQZB.348,snrna-seq [salmon] data from the kidney (left) of a 14.0-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Bioinformatics', 'Human biology'}",set()
HBM233.CCCX.767,scrna-seq (10x genomics v3) data from the knee (left) of a 56-year-old white male,gpt-3.5-turbo,{'Transcriptomics'},set()
HBM945.FSHR.864,codex data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,{'Human biology'},set()
HBM924.DSPX.449,snrnaseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,{'Microbiology'},set()
HBM575.QJHH.278,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Biology', 'RNA'}",set()
HBM639.SPNR.589,snatacseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Musculoskeletal medicine', 'Genomics'}",{'Single-cell analysis'}
HBM894.VJNM.258,snrnaseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Microbiology', 'Human biology', 'Anatomy'}",set()
HBM847.GZGD.668,slide-seq data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Computational biology', 'RNA'}",set()
HBM373.QRLQ.338,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Biomedical science', 'Genetics'}",set()
HBM268.NKXB.243,codex [cytokit + sprm] data from the lymph node of a 21-year-old black or african american female,gpt-3.5-turbo,"{'Genetics', 'Biology', 'Human genetics'}",set()
HBM477.BPMF.855,sciatac-seq [snapatac] data from the heart of a 51-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Bioinformatics', 'Molecular biology'}",set()
HBM893.MCGS.487,codex data from the small intestine of a 38-year-old white male,gpt-3.5-turbo,"{'Biomedical science', 'Human biology', 'Genetics'}",set()
HBM359.CSFK.287,seqfish [lab processed] data from the spleen of a 62-year-old white female,gpt-3.5-turbo,"{'Cell biology', 'Human biology', 'Transcriptomics'}",set()
HBM622.JXWQ.554,codex [cytokit + sprm] data from the lymph node of a 10-year-old white male,gpt-3.5-turbo,"{'Cell biology', 'Microbiology', 'Human biology'}",set()
HBM389.PKHL.936,codex data from the spleen of a 20-year-old white male,gpt-3.5-turbo,"{'Genomics', 'Molecular biology', 'Data acquisition'}",set()
HBM273.ZHHG.846,multiplex ion beam imaging data from the uterus of a 29.1-year-old white female,gpt-3.5-turbo,{'Human genetics'},set()
HBM463.JRTB.582,pas stained microscopy data from the kidney (right) of a 58-year-old white female,gpt-3.5-turbo,{'Gastroenterology'},set()
HBM447.RHLH.225,lc-ms data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,{'Microbiology'},set()
HBM325.FBQQ.678,snrna-seq (10x genomics v3) data from the bladder of a 19-year-old unknown male,gpt-3.5-turbo,"{'Human biology', 'Molecular biology', 'Medicine'}",set()
HBM428.LFXW.254,sciatac-seq [snapatac] data from the small intestine of a 62-year-old white female,gpt-3.5-turbo,"{'Biomedical science', 'Biology', 'Immunology'}",set()
HBM276.BCVG.232,snrnaseq (snare-seq2) data from the kidney (left) of a 76.0-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Biology'}",set()
HBM645.ZQSN.258,maldi ims data from the kidney (right) of a 44-year-old white female,gpt-3.5-turbo,"{'Reproductive health', 'Microbiology', 'Anatomy'}",set()
HBM999.KMVN.849,snrna-seq [salmon] data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Biomedical science', 'Anatomy'}",{'Microscopy'}
HBM468.VQQQ.574,scrna-seq (10x genomics) [salmon] data from the spleen of a 18-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Biochemistry'}",set()
HBM528.DMSV.294,snrna-seq (snare-seq2) [salmon] data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Transcriptomics'}",set()
HBM682.TWTR.428,seqfish data from the spleen of a 62-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Human genetics'}",set()
HBM979.LJGZ.773,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Anatomy'}",{'Ageism'}
HBM655.RKJR.493,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"{'Zoology', 'Anatomy', 'Medicine'}",set()
HBM585.QVVV.475,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Molecular biology'}",set()
HBM439.WJDV.974,codex data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Cell biology', 'Medicine'}",set()
HBM255.HLNC.938,snrnaseq (snare-seq2) data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Bioinformatics', 'Molecular biology'}",set()
