Model,Abstract,Ground Truth,Predictions,Hallucinations,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Activating mutations in JAK1 have been reported in acute lymphoblastic leukemias (ALLs). In this study, we found a type I interferon (IFN) transcriptional signature in JAK1 mutation-positive human ALL samples. This signature was recapitulated in vitro by the expression of JAK1 mutants in BW5147 and BaF3 hematopoietic cell lines. Binding of JAK1 to the IFN receptor was essential because mutations in the FERM domain abrogated this effect. Beside the constitutive activation of the type I IFN signaling cascade, JAK1 mutations also strongly potentiated the response to IFN in vitro. Typically, the proliferation of cell lines expressing JAK1(A634D) was abrogated by type I IFNs. Interestingly, we found that different JAK1 mutations differentially potentiate responses to type I IFNs or to interleukin-9, another cytokine using JAK1 to mediate its effects. This suggests that the type of mutation influences the specificity of the effect on distinct cytokine receptor signaling. Finally, we also showed in an in vivo leukemia model that cells expressing JAK1(A634D) are hypersensitive to the antiproliferative and antitumorigenic effect of type I IFN, suggesting that type I IFNs should be considered as a potential therapy for ALL with JAK1-activating mutations.","{'Physiology', 'Zoology', 'Drug metabolism', 'Human biology', 'Immunology', 'Pharmacology', 'Immunogenetics', 'DNA mutation', 'Genetics', 'Gene expression', 'Immunoinformatics'}","{'Laboratory animal science', 'Ontology and terminology', 'Animal study', 'Zoology', 'Human biology', 'Antimicrobial Resistance', 'Protein binding sites', 'Human genetics', 'Protein variants'}",set(),0.1111111111111111,0.2222222222222222,0.18181818181818182,"{'Physiology', 'Gene expression', 'Drug metabolism', 'Immunology', 'Pharmacology', 'DNA mutation', 'Genetics', 'Immunogenetics', 'Immunoinformatics'}","{'Laboratory animal science', 'Ontology and terminology', 'Animal study', 'Antimicrobial Resistance', 'Protein binding sites', 'Human genetics', 'Protein variants'}",0.8696950019677294,0.9642857142857143,1.2222222222222223,False,0.0
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"DNA recombination is required for effective segregation and diversification of genomes and for the successful completion of meiosis. Recent studies in various species hybrids have demonstrated a genetic link between DNA recombination and speciation. Consistent with this, we observed a striking suppression of recombination in the hybrids between two nematodes, the hermaphroditic Caenorhabditis briggsae and the gonochoristic C. nigoni. To unravel the molecular basis underlying the recombination suppression in their hybrids, we generated a C. nigoni genome with chromosome-level contiguity and produced an improved C. briggsae genome with resolved gaps up to 2.8 Mb. The genome alignment reveals not only high sequence divergences but also pervasive intra- and inter-chromosomal sequence re-arrangements between the two species, which are plausible culprits for the observed suppression. Comparison of recombination boundary sequences suggests that recombination in the hybrid requires extensive sequence homology, which is rarely seen between the two genomes. The new genomes and genomic libraries form invaluable resources for studying genome evolution, hybrid incompatibilities and sex evolution for this pair of model species.","{'Genetics', 'Zoology', 'DNA replication and recombination'}","{'Laboratory animal science', 'DNA polymorphism', 'Animal study', 'Zoology', 'Genomic imprinting', 'DNA replication and recombination', 'Gene regulation', 'DNA packaging', 'DNA mutation'}",set(),0.2,0.2222222222222222,0.6666666666666666,{'Genetics'},"{'Laboratory animal science', 'DNA polymorphism', 'Animal study', 'Genomic imprinting', 'Gene regulation', 'DNA packaging', 'DNA mutation'}",0.9525510204081633,2.5,0.3333333333333333,0.3333333333333333,0.3175170068027211
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Newborns are frequently affected by mucocutaneous candidiasis. Th17 cells essentially limit mucosal invasion by commensal <i>Candida</i> spp. Here, we sought to understand the molecular basis for the developmental lack of Th17 cell responses in circulating blood neonatal T cells. Naive cord blood CD4 T cells stimulated in Th17-differentiating conditions inherently produced high levels of the interleukin-22 immunoregulatory cytokine, particularly in the presence of neonatal antigen-presenting cells. A genome-wide transcriptome analysis comparing neonatal and adult naïve CD4 T cells <i>ex vivo</i> revealed major developmental differences in gene networks regulating Small Drosophila Mothers Against Decapentaplegic (SMAD) and Signal Transducer and Activator of Transcription 3 (STAT3) signaling. These changes were functionally validated by experiments showing that the requirement for TGF-β in human Th17 cell differentiation is age-dependent. Moreover, STAT3 activity was profoundly diminished while overexpression of the <i>STAT3</i> gene restored Th17 cell differentiation capacity in neonatal T cells. These data reveal that Th17 cell responses are developmentally regulated at the gene expression level in human neonates. These developmental changes may protect newborns against pathological Th17 cell responses, at the same time increasing their susceptibility to mucocutaneous candidiasis.","{'Immunology', 'Drug metabolism', 'Genetics', 'Immunogenetics', 'Human biology'}","{'Laboratory animal science', 'Immunoproteins and antigens', 'Animal study', 'Human biology', 'Gene regulation', 'Immunogenetics', 'Human genetics', 'Gene expression'}",set(),0.18181818181818182,0.25,0.4,"{'Drug metabolism', 'Genetics', 'Immunology'}","{'Laboratory animal science', 'Immunoproteins and antigens', 'Animal study', 'Gene regulation', 'Human genetics', 'Gene expression'}",0.9519700978034313,1.0,0.625,0.625,0.5949813111271446
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Glioblastoma stem cells (GSCs) are implicated in tumor neovascularization, invasiveness, and therapeutic resistance. To illuminate mechanisms governing these hallmark features, we developed a de novo glioblastoma multiforme (GBM) model derived from immortalized human neural stem/progenitor cells (hNSCs) to enable precise system-level comparisons of pre-malignant and oncogene-induced malignant states of NSCs. Integrated transcriptomic and epigenomic analyses uncovered a PAX6/DLX5 transcriptional program driving WNT5A-mediated GSC differentiation into endothelial-like cells (GdECs). GdECs recruit existing endothelial cells to promote peritumoral satellite lesions, which serve as a niche supporting the growth of invasive glioma cells away from the primary tumor. Clinical data reveal higher WNT5A and GdECs expression in peritumoral and recurrent GBMs relative to matched intratumoral and primary GBMs, respectively, supporting WNT5A-mediated GSC differentiation and invasive growth in disease recurrence. Thus, the PAX6/DLX5-WNT5A axis governs the diffuse spread of glioma cells throughout the brain parenchyma, contributing to the lethality of GBM.","{'Pathology', 'Drug metabolism', 'Human biology', 'Gene regulation', 'Genomics', 'Genetics', 'Gene expression', 'Epigenomics'}","{'Preclinical and clinical studies', 'DNA binding sites', 'Human biology', 'Gene regulation', 'Proteins', 'Transcription factors and regulatory sites', 'Gene expression', 'Human genetics'}",set(),0.23076923076923078,0.375,0.375,"{'Pathology', 'Drug metabolism', 'Genomics', 'Genetics', 'Epigenomics'}","{'Preclinical and clinical studies', 'DNA binding sites', 'Proteins', 'Transcription factors and regulatory sites', 'Human genetics'}",0.9970737040737043,0.7857142857142857,1.0,1.0,0.9970737040737043
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Genetic variations affecting neural tube closure along the head result in malformations of the face and brain. Neural tube defects (NTDs) are among the most common birth defects in humans. We previously reported a mouse mutant called tuft that arose spontaneously in our wild-type 3H1 colony. Adult tuft mice present midline craniofacial malformations with or without an anterior cephalocele. In addition, affected embryos presented neural tube closure defects resulting in insufficient closure of the anterior neuropore or exencephaly. Here, through whole-genome sequencing, we identified a nonsense mutation in the Tet1 gene, which encodes a methylcytosine dioxygenase (TET1), co-segregating with the tuft phenotype. This mutation resulted in premature termination that disrupts the catalytic domain that is involved in the demethylation of cytosine. We detected a significant loss of TET enzyme activity in the heads of tuft embryos that were homozygous for the mutation and had NTDs. RNA-Seq transcriptome analysis indicated that multiple gene pathways associated with neural tube closure were dysregulated in tuft embryo heads. Among them, the expressions of Cecr2, Epha7 and Grhl2 were significantly reduced in some embryos presenting neural tube closure defects, whereas one or more components of the non-canonical WNT signaling pathway mediating planar cell polarity and convergent extension were affected in others. We further show that the recombinant mutant TET1 protein was capable of entering the nucleus and affected the expression of endogenous Grhl2 in IMCD-3 (inner medullary collecting duct) cells. These results indicate that TET1 is an epigenetic determinant for regulating genes that are crucial to closure of the anterior neural tube and its mutation has implications to craniofacial development, as presented by the tuft mouse.","{'Drug development', 'Zoology', 'Biology', 'Drug metabolism', 'Gene regulation', 'Developmental biology', 'DNA mutation', 'Genetics', 'Gene expression', 'RNA'}","{'Laboratory animal science', 'Embryology', 'Epigenetics', 'Animal study', 'Neurology', 'Zoology', 'Gene transcripts', 'Gene regulation', 'Proteins', 'Sequence analysis', 'Transcription factors and regulatory sites', 'Genetics', 'Gene expression'}",set(),0.21052631578947367,0.3076923076923077,0.4,"{'Drug development', 'Drug metabolism', 'Developmental biology', 'DNA mutation', 'Biology', 'RNA'}","{'Laboratory animal science', 'Animal study', 'Neurology', 'Gene transcripts', 'Proteins', 'Sequence analysis', 'Transcription factors and regulatory sites', 'Epigenetics', 'Embryology'}",0.9716120407640877,0.38461538461538464,0.7692307692307693,0.7692307692307693,0.7473938775108367
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Yin and yang 1 (YY1) is a well-known zinc-finger transcription factor with crucial roles in normal development and malignancy. YY1 acts both as a repressor and as an activator of gene expression. We have identified 23 individuals with de novo mutations or deletions of YY1 and phenotypic features that define a syndrome of cognitive impairment, behavioral alterations, intrauterine growth restriction, feeding problems, and various congenital malformations. Our combined clinical and molecular data define ""YY1 syndrome"" as a haploinsufficiency syndrome. Through immunoprecipitation of YY1-bound chromatin from affected individuals' cells with antibodies recognizing both ends of the protein, we show that YY1 deletions and missense mutations lead to a global loss of YY1 binding with a preferential retention at high-occupancy sites. Finally, we uncover a widespread loss of H3K27 acetylation in particular on the YY1-bound enhancers, underscoring a crucial role for YY1 in enhancer regulation. Collectively, these results define a clinical syndrome caused by haploinsufficiency of YY1 through dysregulation of key transcriptional regulators.","{'Medicinal chemistry', 'Drug metabolism', 'Human biology', 'Chemistry', 'Molecular genetics', 'Biochemistry', 'Protein binding sites', 'Genetics'}","{'Biobank', 'DNA binding sites', 'Human biology', 'Gene regulation', 'Sequence analysis', 'DNA mutation', 'Gene expression', 'Human genetics'}",set(),0.06666666666666667,0.125,0.125,"{'Medicinal chemistry', 'Drug metabolism', 'Chemistry', 'Molecular genetics', 'Biochemistry', 'Protein binding sites', 'Genetics'}","{'Biobank', 'DNA binding sites', 'Gene regulation', 'Sequence analysis', 'DNA mutation', 'Gene expression', 'Human genetics'}",0.8384783206211776,2.0,1.0,1.0,0.8384783206211776
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Duck enteritis virus (DEV) is an important herpesvirus pathogen associated with acute, highly contagious lethal disease in waterfowls. Using a deep sequencing approach on RNA from infected chicken embryo fibroblast cultures, we identified several novel DEV-encoded micro (mi)RNAs. Unlike most mardivirus-encoded miRNAs, DEV-encoded miRNAs mapped mostly to the unique long region of the genome. The precursors of DEV miR-D18 and miR-D19 overlapped with each other, suggesting similarities to miRNA-offset RNAs, although only the DEV-miR-D18-3p was functional in reporter assays. Identification of these novel miRNAs will add to the growing list of virus-encoded miRNAs enabling the exploration of their roles in pathogenesis.","{'Virology', 'Genetics', 'Zoology'}","{'Laboratory animal science', 'Animal study', 'Zoology', 'Small molecules', 'RNA'}",set(),0.14285714285714285,0.2,0.3333333333333333,"{'Virology', 'Genetics'}","{'Laboratory animal science', 'Animal study', 'Small molecules', 'RNA'}",0.8903769841269842,1.0,0.6,0.6,0.5342261904761905
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Candida parapsilosis is a pathogenic fungus that is major cause of hospital-acquired infection, predominantly due to growth as biofilms on indwelling medical devices. It is related to Candida albicans, which remains the most common cause of candidiasis disease in humans. The transcription factor Bcr1 is an important regulator of biofilm formation in vitro in both C. parapsilosis and C. albicans. We show here that C. parapsilosis Bcr1 is required for in vivo biofilm development in a rat catheter model, like C. albicans. By comparing the transcription profiles of a bcr1 deletion in both species we found that regulation of expression of the CFEM family is conserved. In C. albicans, three of the five CFEM cell wall proteins (Rbt5, Pga7 and Csa1) are associated with both biofilm formation and acquisition of iron from heme, which is an important virulence characteristic. In C. parapsilosis, the CFEM family has undergone an expansion to 7 members. Expression of three genes (CFEM2, CFEM3, and CFEM6) is dependent on Bcr1, and is induced in low iron conditions. All three are involved in the acquisition of iron from heme. However, deletion of the three CFEM genes has no effect on biofilm formation in C. parapsilosis. Our data suggest that the role of the CFEM family in iron acquisition is conserved between C. albicans and C. parapsilosis, but their role in biofilm formation is not.","{'Pathology', 'Zoology', 'Proteins', 'Microbiology', 'Drug metabolism', 'Genetics', 'Biomarkers'}","{'Laboratory animal science', 'Pathology', 'Animal study', 'Zoology', 'Gene regulation', 'Transcription factors and regulatory sites', 'Gene expression'}",set(),0.16666666666666666,0.2857142857142857,0.2857142857142857,"{'Drug metabolism', 'Proteins', 'Microbiology', 'Genetics', 'Biomarkers'}","{'Laboratory animal science', 'Animal study', 'Gene regulation', 'Transcription factors and regulatory sites', 'Gene expression'}",0.9254935064935066,1.0833333333333333,1.0,1.0,0.9254935064935066
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Dissipation kinetics of mesotrione, a new triketone herbicide, sprayed on soil from Limagne (Puy-de-Dôme, France) showed that the soil microflora were able to biotransform it. Bacteria from this soil were cultured in mineral salt solution supplemented with mesotrione as sole source of carbon for the isolation of mesotrione-degrading bacteria. The bacterial community structure of the enrichment cultures was analyzed by temporal temperature gradient gel electrophoresis (TTGE). The TTGE fingerprints revealed that mesotrione had an impact on bacterial community structure only at its highest concentrations and showed mesotrione-sensitive and mesotrione-adapted strains. Two adapted strains, identified as Bacillus sp. and Arthrobacter sp., were isolated by colony hybridization methods. Biodegradation assays showed that only the Bacillus sp. strain was able to completely and rapidly biotransform mesotrione. Among several metabolites formed, 2-amino-4-methylsulfonylbenzoic acid (AMBA) accumulated in the medium. Although sulcotrione has a chemical structure closely resembling that of mesotrione, the isolates were unable to degrade it.","{'Ecology', 'Microbial ecology', 'Microbiology', 'Drug metabolism', 'Environmental sciences'}","{'Drug metabolism', 'Metabolomics', 'Chemistry', 'Carbon cycle', 'Plant biology'}",{'Soil chemistry'},0.1111111111111111,0.2,0.2,"{'Microbiology', 'Ecology', 'Environmental sciences', 'Microbial ecology'}","{'Plant biology', 'Metabolomics', 'Chemistry', 'Carbon cycle'}",0.8227513227513228,0.2857142857142857,1.0,1.0,0.8227513227513228
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Many cellular models aimed at elucidating cancer biology do not recapitulate pathobiology including tumor heterogeneity, an inherent feature of cancer that underlies treatment resistance. Here we introduce a cancer modeling paradigm using genetically engineered human pluripotent stem cells (hiPSCs) that captures authentic cancer pathobiology. Orthotopic engraftment of the neural progenitor cells derived from hiPSCs that have been genome-edited to contain tumor-associated genetic driver mutations revealed by The Cancer Genome Atlas project for glioblastoma (GBM) results in formation of high-grade gliomas. Similar to patient-derived GBM, these models harbor inter-tumor heterogeneity resembling different GBM molecular subtypes, intra-tumor heterogeneity, and extrachromosomal DNA amplification. Re-engraftment of these primary tumor neurospheres generates secondary tumors with features characteristic of patient samples and present mutation-dependent patterns of tumor evolution. These cancer avatar models provide a platform for comprehensive longitudinal assessment of human tumor development as governed by molecular subtype mutations and lineage-restricted differentiation.","{'Pathology', 'Zoology', 'Drug metabolism', 'Human biology', 'Gene regulation', 'DNA mutation', 'Genetics', 'Gene expression', 'Genetic engineering'}","{'Laboratory animal science', 'Animal study', 'Zoology', 'Preclinical and clinical studies', 'Neurology', 'Pain medicine', 'Gene structure', 'Gene transcripts', 'Human biology', 'Gene regulation', 'Proteins', 'Cell culture collection', 'Human genetics', 'Gene expression', 'Genetic engineering', 'Plant biology'}",set(),0.25,0.3125,0.5555555555555556,"{'Drug metabolism', 'Pathology', 'Genetics', 'DNA mutation'}","{'Laboratory animal science', 'Animal study', 'Neurology', 'Preclinical and clinical studies', 'Pain medicine', 'Gene structure', 'Gene transcripts', 'Proteins', 'Cell culture collection', 'Human genetics', 'Plant biology'}",1.0154433949888495,0.2571428571428571,0.5625,0.5625,0.5711869096812279
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Chocolate Pots hot springs (CP) is a unique, circumneutral pH, iron-rich, geothermal feature in Yellowstone National Park. Prior research at CP has focused on photosynthetically driven Fe(II) oxidation as a model for mineralization of microbial mats and deposition of Archean banded iron formations. However, geochemical and stable Fe isotopic data have suggested that dissimilatory microbial iron reduction (DIR) may be active within CP deposits. In this study, the potential for microbial reduction of native CP Fe(III) oxides was investigated, using a combination of cultivation dependent and independent approaches, to assess the potential involvement of DIR in Fe redox cycling and associated stable Fe isotope fractionation in the CP hot springs. Endogenous microbial communities were able to reduce native CP Fe(III) oxides, as documented by most probable number enumerations and enrichment culture studies. Enrichment cultures demonstrated sustained DIR driven by oxidation of acetate, lactate, and H2 . Inhibitor studies and molecular analyses indicate that sulfate reduction did not contribute to observed rates of DIR in the enrichment cultures through abiotic reaction pathways. Enrichment cultures produced isotopically light Fe(II) during DIR relative to the bulk solid-phase Fe(III) oxides. Pyrosequencing of 16S rRNA genes from enrichment cultures showed dominant sequences closely affiliated with Geobacter metallireducens, a mesophilic Fe(III) oxide reducer. Shotgun metagenomic analysis of enrichment cultures confirmed the presence of a dominant G. metallireducens-like population and other less dominant populations from the phylum Ignavibacteriae, which appear to be capable of DIR. Gene (protein) searches revealed the presence of heat-shock proteins that may be involved in increased thermotolerance in the organisms present in the enrichments as well as porin-cytochrome complexes previously shown to be involved in extracellular electron transport. This analysis offers the first detailed insight into how DIR may impact the Fe geochemistry and isotope composition of a Fe-rich, circumneutral pH geothermal environment.","{'Microbiology', 'Drug metabolism', 'Sequence analysis'}","{'Microbiology', 'Microbial collection', 'Microbial ecology'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Drug metabolism', 'Sequence analysis'}","{'Microbial collection', 'Microbial ecology'}",0.9993055555555557,0.3333333333333333,1.0,1.0,0.9993055555555557
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Because microRNAs (miRNAs) have been associated with eye diseases, our study aims to profile ocular miRNA expression in normal human ciliary body (CB), cornea, and trabecular meshwork (TM) using miRNA-Seq to provide a foundation for better understanding of miRNA function and disease involvement in these tissues.","{'Sequence analysis', 'Drug metabolism', 'Genetics', 'Human biology', 'RNA'}","{'Human biology', 'Ophthalmology', 'Sequence analysis', 'Human genetics', 'RNA'}",set(),0.42857142857142855,0.6,0.6,"{'Drug metabolism', 'Genetics'}","{'Human genetics', 'Ophthalmology'}",1.2278769841269843,0.3333333333333333,1.0,1.0,1.2278769841269843
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"In the malaria parasite Plasmodium falciparum, the switch from asexual multiplication to sexual differentiation into gametocytes is essential for transmission to mosquitos. The transcription factor PfAP2-G is a key determinant of sexual commitment that orchestrates this crucial cell fate decision. Here we identify the direct targets of PfAP2-G and demonstrate that it dynamically binds hundreds of sites across the genome. We find that PfAP2-G is a transcriptional activator of early gametocyte genes, and identify differences in PfAP2-G occupancy between gametocytes derived via next-cycle and same-cycle conversion. Our data implicate PfAP2-G not only as a transcriptional activator of gametocyte genes, but also as a potential regulator of genes important for red blood cell invasion. We also find that regulation by PfAP2-G requires interaction with a second transcription factor, PfAP2-I. These results clarify the functional role of PfAP2-G during sexual commitment and early gametocytogenesis.","{'Gene regulation', 'Proteins', 'Drug metabolism', 'Parasitology', 'Genetics', 'Gene expression'}","{'Laboratory animal science', 'Animal study', 'Zoology', 'Parasitology', 'Transcription factors and regulatory sites'}",set(),0.1,0.2,0.16666666666666666,"{'Drug metabolism', 'Gene regulation', 'Proteins', 'Genetics', 'Gene expression'}","{'Laboratory animal science', 'Transcription factors and regulatory sites', 'Animal study', 'Zoology'}",0.8527200577200578,0.1111111111111111,1.2,False,0.0
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Diagnostic and prognostic evaluation of chronic lymphocytic leukemia (CLL) involves blood cell counts, immunophenotyping, IgVH mutation status, and cytogenetic analyses. We generated B-cell associated gene-signatures (BAGS) based on six naturally occurring B-cell subsets within normal bone marrow. Our hypothesis is that by segregating CLL according to BAGS, we can identify subtypes with prognostic implications in support of pathogenetic value of BAGS. Microarray-based gene-expression samples from eight independent CLL cohorts (1,024 untreated patients) were BAGS-stratified into pre-BI, pre-BII, immature, naïve, memory, or plasma cell subtypes; the majority falling within the memory (24.5-45.8%) or naïve (14.5-32.3%) categories. For a subset of CLL patients (n = 296), time to treatment (TTT) was shorter amongst early differentiation subtypes (pre-BI/pre-BII/immature) compared to late subtypes (memory/plasma cell, HR: 0.53 [0.35-0.78]). Particularly, pre-BII subtype patients had the shortest TTT among all subtypes. Correlates derived for BAGS subtype and IgVH mutation (n = 405) revealed an elevated mutation frequency in late vs. early subtypes (71% vs. 45%, P < .001). Predictions for BAGS subtype resistance towards rituximab and cyclophosphamide varied for rituximab, whereas all subtypes were sensitive to cyclophosphamide. This study supports our hypothesis that BAGS-subtyping may be of tangible prognostic and pathogenetic value for CLL patients.","{'Physiology', 'Gene regulation', 'Drug metabolism', 'Gene expression', 'Human biology'}","{'Biobank', 'Human biology', 'Immunology', 'Proteins', 'DNA mutation', 'Cytogenetics', 'Gene expression', 'Immunoinformatics', 'Human genetics'}",set(),0.16666666666666666,0.2222222222222222,0.4,"{'Physiology', 'Gene regulation', 'Drug metabolism'}","{'Biobank', 'Immunology', 'Proteins', 'DNA mutation', 'Cytogenetics', 'Immunoinformatics', 'Human genetics'}",0.9499123891981036,0.3125,0.5555555555555556,0.5555555555555556,0.5277291051100576
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"CTCF is a key insulator-binding protein, and mammalian genomes contain numerous CTCF sites, many of which are organized in tandem.","{'Biochemistry', 'Medicinal chemistry', 'Protein binding sites', 'Drug metabolism', 'Genetics', 'DNA binding sites', 'Chemistry'}","{'Human genetics', 'Epigenetics', 'DNA binding sites', 'Human biology'}",set(),0.1,0.25,0.14285714285714285,"{'Medicinal chemistry', 'Drug metabolism', 'Chemistry', 'Biochemistry', 'Protein binding sites', 'Genetics'}","{'Human genetics', 'Epigenetics', 'Human biology'}",0.8675709475709477,0.875,1.75,False,0.0
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Adipocytes arise from the commitment and differentiation of adipose precursors in white adipose tissue (WAT). In studying adipogenesis, precursor markers, including Pref-1 and PDGFRα, are used to isolate precursors from stromal vascular fractions of WAT, but the relation among the markers is not known. Here, we used the Pref-1 promoter-rtTA system in mice for labeling Pref-1<sup>+</sup> cells and for inducible inactivation of the Pref-1 target Sox9. We show the requirement of Sox9 for the maintenance of Pref-1<sup>+</sup> proliferative, early precursors. Upon Sox9 inactivation, these Pref-1<sup>+</sup> cells become PDGFRα<sup>+</sup> cells that express early adipogenic markers. Thus, we show that Pref-1<sup>+</sup> cells precede PDGFRα<sup>+</sup> cells in the adipogenic pathway and that Sox9 inactivation is required for WAT growth and expansion. Furthermore, we show that in maintaining early adipose precursors, Sox9 activates Meis1, which prevents adipogenic differentiation. Our study also demonstrates the Pref-1 promoter-rtTA system for inducible gene inactivation in early adipose precursor populations.","{'Biomarkers', 'Drug metabolism', 'Zoology', 'Protein binding sites'}","{'Laboratory animal science', 'Animal study', 'Zoology', 'Regenerative medicine', 'Mouse clinic', 'Proteins', 'Cell biology'}",set(),0.1,0.14285714285714285,0.25,"{'Biomarkers', 'Drug metabolism', 'Protein binding sites'}","{'Laboratory animal science', 'Animal study', 'Regenerative medicine', 'Mouse clinic', 'Proteins', 'Cell biology'}",0.8606721981721984,0.058823529411764705,0.5714285714285714,0.5714285714285714,0.49181268466982764
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Tumor suppressive microRNA (miR)-150 inhibits metastasis by combining with the C-C chemokine receptor 6 (CCR6) ""seed sequence"" mRNA of the 3'-untranslated region (3'-UTR) in advanced cutaneous T-cell lymphoma (CTCL). Because the histone deacetylase inhibitor (HDACI) vorinostat showed excellent outcomes for treating advanced CTCL, HDACIs may reduce the metastasis of CTCL by targeting miR-150 and/ or CCR6. To examine whether these candidate molecules are essential HDACI targets in advanced CTCL, we used the My-La, HH, and HUT78 CTCL cell lines for functional analysis because we previously demonstrated that their xenografts in NOD/Shi-scid IL-2γnul mice (CTCL mice) induced multiple metastases. We found that pan- HDACIs (vorinostat and panobinostat) inhibited the migration of CTCL cells and downregulated CCR6. The miRNA microarray analysis against CTCL cell lines demonstrated that these pan-HDACIs commonly upregulated 161 miRNAs, including 34 known tumor suppressive miRNAs such as miR-150. Although 35 miRNAs possessing the CCR6 ""seed sequence"" were included in these 161 miRNAs, miR-150 and miR-185-5p were downregulated in CTCL cells compared to in normal CD4+ T-cells. The transduction of 12 candidate miRNAs against CTCL cells revealed that miR-150 most efficiently inhibited their migration capabilities and downregulated CCR6. Quantitative reverse transcriptase-polymerase chain reaction demonstrated that miR-150 was downregulated in advanced but not early CTCL primary cases. Finally, we injected miR-150 or siCCR6 into CTCL mice and found that mouse survival was significantly prolonged. These results indicate that miR-150 and its target, CCR6, are essential therapeutic targets of pan-HDACIs in advanced CTCL with metastatic potential.","{'Pathology', 'Zoology', 'Drug metabolism', 'Human biology', 'Gene regulation', 'Pharmacology', 'Genetics', 'Gene expression'}","{'Laboratory animal science', 'Animal study', 'Zoology', 'Preclinical and clinical studies', 'Regenerative medicine', 'Human biology', 'Mouse clinic', 'Gene regulation', 'Proteins', 'Cell culture collection', 'Human genetics', 'Small molecules', 'Gene expression', 'RNA'}",set(),0.2222222222222222,0.2857142857142857,0.5,"{'Drug metabolism', 'Pathology', 'Genetics', 'Pharmacology'}","{'Laboratory animal science', 'Animal study', 'Preclinical and clinical studies', 'Regenerative medicine', 'Mouse clinic', 'Proteins', 'Cell culture collection', 'Human genetics', 'Small molecules', 'RNA'}",0.9842757936507939,0.6,0.5714285714285714,0.5714285714285714,0.5624433106575965
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Bacterial genes that change in expression upon environmental disturbance have commonly been seen as those that must also phenotypically matter. However, several studies suggest that differentially expressed genes are rarely phenotypically important. We demonstrate, for Gram-positive and Gram-negative bacteria, that these seemingly uncoordinated gene sets are involved in responses that can be linked through topological network analysis. However, the level of coordination is stress dependent. While a well-coordinated response is triggered in response to nutrient stress, antibiotics trigger an uncoordinated response in which transcriptionally and phenotypically important genes are neither linked spatially nor in their magnitude. Moreover, a gene expression meta-analysis reveals that genes with large fitness changes during stress have low transcriptional variation across hundreds of other conditions, and vice versa. Our work suggests that cellular responses can be understood through network models that incorporate regulatory and genetic relationships, which could aid drug target predictions and genetic network engineering.","{'Medicinal chemistry', 'Drug metabolism', 'Chemistry', 'Biochemistry', 'Gene regulation', 'Genotype and phenotype', 'Pharmacology', 'Genetics', 'Gene expression'}","{'Human biology', 'Gene regulation', 'Transcriptomics', 'Microbial ecology', 'Microbiology', 'Human genetics', 'Gene expression', 'RNA'}",set(),0.13333333333333333,0.25,0.2222222222222222,"{'Medicinal chemistry', 'Drug metabolism', 'Chemistry', 'Biochemistry', 'Genotype and phenotype', 'Pharmacology', 'Genetics'}","{'Human biology', 'Transcriptomics', 'Microbial ecology', 'Microbiology', 'Human genetics', 'RNA'}",0.902645502645503,0.7142857142857143,1.125,False,0.0
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"While microarray experiments generate voluminous data, discerning trends that support an existing or alternative paradigm is challenging. To synergize hypothesis building and testing, we designed the Pathogen Associated Drosophila MicroArray (PADMA) database for easy retrieval and comparison of microarray results from immunity-related experiments (www.padmadatabase.org). PADMA also allows biologists to upload their microarray-results and compare it with datasets housed within PADMA. We tested PADMA using a preliminary dataset from Ganaspis xanthopoda-infected fly larvae, and uncovered unexpected trends in gene expression, reshaping our hypothesis. Thus, the PADMA database will be a useful resource to fly researchers to evaluate, revise, and refine hypotheses.","{'Genetics', 'Zoology', 'Computational biology'}","{'Animal study', 'Zoology', 'Gene regulation', 'Immunology', 'Immunogenetics', 'Microbiology', 'Gene expression', 'Immunoinformatics'}",set(),0.1,0.125,0.3333333333333333,"{'Genetics', 'Computational biology'}","{'Animal study', 'Gene expression', 'Gene regulation', 'Immunology', 'Microbiology', 'Immunogenetics', 'Immunoinformatics'}",0.7908163265306122,1.3333333333333333,0.375,0.375,0.29655612244897955
