Model,Abstract,MeSH Terms,Old Ground Truth,New Ground Truth,Predictions,Jaccard Similarity,Precision,Recall,Added Labels (Predictions against New Ground Truth),Missing Labels (Predictions against New Ground Truth),Added Labels (Predictions against GPT-3.5),Missing Labels (Predictions against GPT-3.5),Hallucinations
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Influenza A viruses (IAVs) quickly adapt to new environments and are well known to cross species barriers. To reveal a molecular basis for these phenomena, we compared the Ser/Thr and Tyr phosphoproteomes of murine lung epithelial cells early and late after infection with mouse-adapted SC35M virus or its nonadapted SC35 counterpart. With this analysis we identified a large set of upregulated Ser/Thr phosphorylations common to both viral genotypes, while Tyr phosphorylations showed little overlap. Most of the proteins undergoing massive changes of phosphorylation in response to both viruses regulate chromatin structure, RNA metabolism, and cell adhesion, including a focal adhesion kinase (FAK)-regulated network mediating the regulation of actin dynamics. IAV also affected phosphorylation of activation loops of 37 protein kinases, including FAK and several phosphatases, many of which were not previously implicated in influenza virus infection. Inhibition of FAK proved its contribution to IAV infection. Novel phosphorylation sites were found on IAV-encoded proteins, and the functional analysis of selected phosphorylation sites showed that they either support (NA Ser178) or inhibit (PB1 Thr223) virus propagation. Together, these data allow novel insights into IAV-triggered regulatory phosphorylation circuits and signaling networks.<b>IMPORTANCE</b> Infection with IAVs leads to the induction of complex signaling cascades, which apparently serve two opposing functions. On the one hand, the virus highjacks cellular signaling cascades in order to support its propagation; on the other hand, the host cell triggers antiviral signaling networks. Here we focused on IAV-triggered phosphorylation events in a systematic fashion by deep sequencing of the phosphoproteomes. This study revealed a plethora of newly phosphorylated proteins. We also identified 37 protein kinases and a range of phosphatases that are activated or inactivated following IAV infection. Moreover, we identified new phosphorylation sites on IAV-encoded proteins. Some of these phosphorylations support the enzymatic function of viral components, while other phosphorylations are inhibitory, as exemplified by PB1 Thr223 modification. Our global characterization of IAV-triggered patterns of phospho-proteins provides a rich resource to further understand host responses to infection at the level of phosphorylation-dependent signaling networks.","['Animals', 'Antiviral Agents/*pharmacology', 'Cell Line', 'Focal Adhesion Protein-Tyrosine Kinases/metabolism', 'Genome', 'Host-Pathogen Interactions/physiology', 'Humans', 'Influenza A virus/genetics/*metabolism', 'Mice', 'Models, Molecular', 'Orthomyxoviridae Infections/*metabolism', 'Phosphorylation', 'Protein Conformation', 'Proteome/*analysis', 'Signal Transduction/*drug effects', 'Viral Proteins/chemistry/metabolism']","Animal study, Human biology, Human genetics, Laboratory animal science, Molecular modelling, Plant biology, Protein interactions, Proteins, Proteomics, Zoology","{'Physiology', 'Sequence analysis', 'Proteins', 'Zoology', 'Medicinal chemistry', 'Pharmacology', 'Human biology', 'Molecular genetics', 'Biochemistry', 'Drug metabolism', 'Chemistry', 'Genetics'}","{'Proteogenomics', 'Laboratory animal science', 'Proteins', 'Respiratory medicine', 'Cell culture collection', 'Zoology', 'Proteomics', 'Animal study', 'RNA', 'Infectious disease'}",0.1,0.2,0.16666666666666666,"{'Proteogenomics', 'Laboratory animal science', 'Cell culture collection', 'Respiratory medicine', 'Proteomics', 'Animal study', 'RNA', 'Infectious disease'}","{'Physiology', 'Medicinal chemistry', 'Pharmacology', 'Human biology', 'Molecular genetics', 'Biochemistry', 'Drug metabolism', 'Chemistry', 'Genetics', 'Sequence analysis'}","{'Proteogenomics', 'Laboratory animal science', 'Proteins', 'Respiratory medicine', 'Cell culture collection', 'Zoology', 'Animal study', 'RNA'}","{'Molecular biology', 'Cell biology', 'Virology', 'Bioinformatics', 'Genetics'}",set()
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Activating mutations in JAK1 have been reported in acute lymphoblastic leukemias (ALLs). In this study, we found a type I interferon (IFN) transcriptional signature in JAK1 mutation-positive human ALL samples. This signature was recapitulated in vitro by the expression of JAK1 mutants in BW5147 and BaF3 hematopoietic cell lines. Binding of JAK1 to the IFN receptor was essential because mutations in the FERM domain abrogated this effect. Beside the constitutive activation of the type I IFN signaling cascade, JAK1 mutations also strongly potentiated the response to IFN in vitro. Typically, the proliferation of cell lines expressing JAK1(A634D) was abrogated by type I IFNs. Interestingly, we found that different JAK1 mutations differentially potentiate responses to type I IFNs or to interleukin-9, another cytokine using JAK1 to mediate its effects. This suggests that the type of mutation influences the specificity of the effect on distinct cytokine receptor signaling. Finally, we also showed in an in vivo leukemia model that cells expressing JAK1(A634D) are hypersensitive to the antiproliferative and antitumorigenic effect of type I IFN, suggesting that type I IFNs should be considered as a potential therapy for ALL with JAK1-activating mutations.","['Animals', 'Blotting, Western', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Clinical Trials as Topic', 'Female', 'Gene Expression', 'Humans', 'Interferon Type I/*immunology/metabolism/pharmacology', 'Janus Kinase 1/*genetics/metabolism', 'Mice', 'Mice, Knockout', 'Mutation', 'Oligonucleotide Array Sequence Analysis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/metabolism', 'Reverse Transcriptase Polymerase Chain Reaction', 'Signal Transduction/*physiology', 'Transcription, Genetic', 'Transfection']","Animal study, DNA mutation, Gene expression, Human biology, Human genetics, Laboratory animal science, Preclinical and clinical studies, Sequence analysis, Zoology","{'Physiology', 'Immunoinformatics', 'Zoology', 'Immunogenetics', 'Gene expression', 'Pharmacology', 'Human biology', 'Immunology', 'Drug metabolism', 'Genetics', 'DNA mutation'}","{'Laboratory animal science', 'Antimicrobial Resistance', 'Human genetics', 'Zoology', 'Ontology and terminology', 'Animal study', 'Protein binding sites', 'Human biology', 'Protein variants'}",0.1111111111111111,0.2222222222222222,0.18181818181818182,"{'Laboratory animal science', 'Antimicrobial Resistance', 'Human genetics', 'Ontology and terminology', 'Animal study', 'Protein binding sites', 'Protein variants'}","{'DNA mutation', 'Physiology', 'Immunoinformatics', 'Gene expression', 'Pharmacology', 'Immunology', 'Drug metabolism', 'Genetics', 'Immunogenetics'}","{'Laboratory animal science', 'Antimicrobial Resistance', 'Human genetics', 'Zoology', 'Ontology and terminology', 'Animal study', 'Protein binding sites', 'Human biology', 'Protein variants'}","{'Biotechnology', 'Proteomics', 'Molecular biology', 'Pharmacology', 'Genomics', 'Bioinformatics', 'Immunology', 'Oncology', 'Genetics'}",set()
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"DNA recombination is required for effective segregation and diversification of genomes and for the successful completion of meiosis. Recent studies in various species hybrids have demonstrated a genetic link between DNA recombination and speciation. Consistent with this, we observed a striking suppression of recombination in the hybrids between two nematodes, the hermaphroditic Caenorhabditis briggsae and the gonochoristic C. nigoni. To unravel the molecular basis underlying the recombination suppression in their hybrids, we generated a C. nigoni genome with chromosome-level contiguity and produced an improved C. briggsae genome with resolved gaps up to 2.8 Mb. The genome alignment reveals not only high sequence divergences but also pervasive intra- and inter-chromosomal sequence re-arrangements between the two species, which are plausible culprits for the observed suppression. Comparison of recombination boundary sequences suggests that recombination in the hybrid requires extensive sequence homology, which is rarely seen between the two genomes. The new genomes and genomic libraries form invaluable resources for studying genome evolution, hybrid incompatibilities and sex evolution for this pair of model species.","['Animals', 'Base Sequence', 'Biological Evolution', 'Caenorhabditis/classification/*genetics', 'Chimera/*genetics', 'Chromosome Mapping', 'Crosses, Genetic', 'Female', '*Genome', 'Genomic Library', 'Hermaphroditic Organisms/*genetics', 'Male', 'Meiosis', '*Recombination, Genetic', 'Sequence Alignment']","Animal study, Clone library, DNA replication and recombination, Evolutionary biology, Genetics, Genomics, Laboratory animal science, Model organisms, Zoology","{'Zoology', 'DNA replication and recombination', 'Genetics'}","{'Gene regulation', 'Laboratory animal science', 'DNA polymorphism', 'Genomic imprinting', 'Zoology', 'DNA replication and recombination', 'DNA packaging', 'Animal study', 'DNA mutation'}",0.2,0.2222222222222222,0.6666666666666666,"{'Gene regulation', 'Laboratory animal science', 'DNA polymorphism', 'Genomic imprinting', 'DNA packaging', 'Animal study', 'DNA mutation'}",{'Genetics'},"{'Gene regulation', 'Laboratory animal science', 'DNA polymorphism', 'Genomic imprinting', 'Zoology', 'DNA packaging', 'Animal study', 'DNA mutation'}","{'Genomics', 'DNA', 'Comparative genomics'}",set()
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Newborns are frequently affected by mucocutaneous candidiasis. Th17 cells essentially limit mucosal invasion by commensal <i>Candida</i> spp. Here, we sought to understand the molecular basis for the developmental lack of Th17 cell responses in circulating blood neonatal T cells. Naive cord blood CD4 T cells stimulated in Th17-differentiating conditions inherently produced high levels of the interleukin-22 immunoregulatory cytokine, particularly in the presence of neonatal antigen-presenting cells. A genome-wide transcriptome analysis comparing neonatal and adult naïve CD4 T cells <i>ex vivo</i> revealed major developmental differences in gene networks regulating Small Drosophila Mothers Against Decapentaplegic (SMAD) and Signal Transducer and Activator of Transcription 3 (STAT3) signaling. These changes were functionally validated by experiments showing that the requirement for TGF-β in human Th17 cell differentiation is age-dependent. Moreover, STAT3 activity was profoundly diminished while overexpression of the <i>STAT3</i> gene restored Th17 cell differentiation capacity in neonatal T cells. These data reveal that Th17 cell responses are developmentally regulated at the gene expression level in human neonates. These developmental changes may protect newborns against pathological Th17 cell responses, at the same time increasing their susceptibility to mucocutaneous candidiasis.","['Age Factors', 'Cell Differentiation/genetics/immunology', 'Cytokines/biosynthesis', 'Humans', '*Immunomodulation', 'Infant, Newborn', 'Interleukins/*metabolism', 'Lymphocyte Activation/immunology', 'STAT3 Transcription Factor/metabolism', 'T-Lymphocyte Subsets/immunology/metabolism', 'Th17 Cells/*immunology/*metabolism', 'Transforming Growth Factor beta/metabolism']","Cytogenetics, Human biology, Human genetics, Immunogenetics, Immunology, Immunomics, Protein interactions, Transcription factors and regulatory sites","{'Human biology', 'Immunology', 'Drug metabolism', 'Genetics', 'Immunogenetics'}","{'Immunoproteins and antigens', 'Gene regulation', 'Laboratory animal science', 'Human genetics', 'Gene expression', 'Animal study', 'Human biology', 'Immunogenetics'}",0.18181818181818182,0.25,0.4,"{'Immunoproteins and antigens', 'Gene regulation', 'Laboratory animal science', 'Human genetics', 'Gene expression', 'Animal study'}","{'Immunology', 'Drug metabolism', 'Genetics'}","{'Immunoproteins and antigens', 'Gene regulation', 'Laboratory animal science', 'Human genetics', 'Gene expression', 'Animal study', 'Human biology', 'Immunogenetics'}",set(),set()
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Glioblastoma stem cells (GSCs) are implicated in tumor neovascularization, invasiveness, and therapeutic resistance. To illuminate mechanisms governing these hallmark features, we developed a de novo glioblastoma multiforme (GBM) model derived from immortalized human neural stem/progenitor cells (hNSCs) to enable precise system-level comparisons of pre-malignant and oncogene-induced malignant states of NSCs. Integrated transcriptomic and epigenomic analyses uncovered a PAX6/DLX5 transcriptional program driving WNT5A-mediated GSC differentiation into endothelial-like cells (GdECs). GdECs recruit existing endothelial cells to promote peritumoral satellite lesions, which serve as a niche supporting the growth of invasive glioma cells away from the primary tumor. Clinical data reveal higher WNT5A and GdECs expression in peritumoral and recurrent GBMs relative to matched intratumoral and primary GBMs, respectively, supporting WNT5A-mediated GSC differentiation and invasive growth in disease recurrence. Thus, the PAX6/DLX5-WNT5A axis governs the diffuse spread of glioma cells throughout the brain parenchyma, contributing to the lethality of GBM.","['Endothelial Cells/cytology/metabolism', 'Epigenomics', 'Gene Expression Regulation, Neoplastic', 'Glioblastoma/*genetics/*pathology', 'Homeodomain Proteins/metabolism', 'Humans', 'Neoplasm Invasiveness/*genetics', 'Neural Stem Cells/metabolism', 'PAX6 Transcription Factor/metabolism', 'Proto-Oncogene Proteins c-akt/metabolism', 'Transcription Factors/metabolism', 'Wnt-5a Protein/*genetics']","Epigenetics, Epigenomics, Gene expression, Gene regulation, Genomics, Human biology, Human genetics, Proteins, Regenerative medicine","{'Gene regulation', 'Epigenomics', 'Gene expression', 'Genomics', 'Pathology', 'Human biology', 'Drug metabolism', 'Genetics'}","{'Gene regulation', 'Proteins', 'Human genetics', 'Gene expression', 'Transcription factors and regulatory sites', 'DNA binding sites', 'Human biology', 'Preclinical and clinical studies'}",0.23076923076923078,0.375,0.375,"{'Proteins', 'Human genetics', 'Transcription factors and regulatory sites', 'DNA binding sites', 'Preclinical and clinical studies'}","{'Epigenomics', 'Genomics', 'Pathology', 'Drug metabolism', 'Genetics'}","{'Gene regulation', 'Proteins', 'Human genetics', 'Transcription factors and regulatory sites', 'Gene expression', 'DNA binding sites', 'Human biology', 'Preclinical and clinical studies'}","{'Transcriptomics', 'Biotechnology', 'Biology', 'Molecular biology', 'Translational medicine', 'Genomics', 'Bioinformatics', 'Oncology', 'Genetics'}",set()
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Genetic variations affecting neural tube closure along the head result in malformations of the face and brain. Neural tube defects (NTDs) are among the most common birth defects in humans. We previously reported a mouse mutant called tuft that arose spontaneously in our wild-type 3H1 colony. Adult tuft mice present midline craniofacial malformations with or without an anterior cephalocele. In addition, affected embryos presented neural tube closure defects resulting in insufficient closure of the anterior neuropore or exencephaly. Here, through whole-genome sequencing, we identified a nonsense mutation in the Tet1 gene, which encodes a methylcytosine dioxygenase (TET1), co-segregating with the tuft phenotype. This mutation resulted in premature termination that disrupts the catalytic domain that is involved in the demethylation of cytosine. We detected a significant loss of TET enzyme activity in the heads of tuft embryos that were homozygous for the mutation and had NTDs. RNA-Seq transcriptome analysis indicated that multiple gene pathways associated with neural tube closure were dysregulated in tuft embryo heads. Among them, the expressions of Cecr2, Epha7 and Grhl2 were significantly reduced in some embryos presenting neural tube closure defects, whereas one or more components of the non-canonical WNT signaling pathway mediating planar cell polarity and convergent extension were affected in others. We further show that the recombinant mutant TET1 protein was capable of entering the nucleus and affected the expression of endogenous Grhl2 in IMCD-3 (inner medullary collecting duct) cells. These results indicate that TET1 is an epigenetic determinant for regulating genes that are crucial to closure of the anterior neural tube and its mutation has implications to craniofacial development, as presented by the tuft mouse.","['Animals', 'Body Size', 'Cell Polarity', 'Codon, Nonsense/genetics', 'DNA-Binding Proteins/genetics', 'Ectoderm/metabolism', 'Embryo, Mammalian/metabolism', 'Gene Expression Regulation, Developmental', 'Homozygote', 'Mice', 'Models, Biological', 'Mutation/*genetics', 'Neural Tube', 'Point Mutation', 'Proto-Oncogene Proteins/genetics', 'RNA/metabolism', 'Transcription Factors/metabolism', 'Wnt Signaling Pathway/genetics']","Animal study, Cell biology, DNA binding sites, DNA mutation, Embryology, Gene expression, Gene regulation, Laboratory animal science, Neurology, Protein binding sites, Proteins, RNA, Zoology","{'Gene regulation', 'Biology', 'Developmental biology', 'Zoology', 'Gene expression', 'Drug development', 'RNA', 'Drug metabolism', 'Genetics', 'DNA mutation'}","{'Gene regulation', 'Neurology', 'Proteins', 'Laboratory animal science', 'Sequence analysis', 'Zoology', 'Gene expression', 'Transcription factors and regulatory sites', 'Animal study', 'Embryology', 'Epigenetics', 'Gene transcripts', 'Genetics'}",0.21052631578947367,0.3076923076923077,0.4,"{'Laboratory animal science', 'Neurology', 'Proteins', 'Transcription factors and regulatory sites', 'Animal study', 'Embryology', 'Epigenetics', 'Gene transcripts', 'Sequence analysis'}","{'Biology', 'Developmental biology', 'Drug development', 'RNA', 'Drug metabolism', 'DNA mutation'}","{'Laboratory animal science', 'Neurology', 'Proteins', 'Zoology', 'Transcription factors and regulatory sites', 'Animal study', 'Gene transcripts', 'Sequence analysis'}","{'Neurobiology', 'Developmental biology'}",set()
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Yin and yang 1 (YY1) is a well-known zinc-finger transcription factor with crucial roles in normal development and malignancy. YY1 acts both as a repressor and as an activator of gene expression. We have identified 23 individuals with de novo mutations or deletions of YY1 and phenotypic features that define a syndrome of cognitive impairment, behavioral alterations, intrauterine growth restriction, feeding problems, and various congenital malformations. Our combined clinical and molecular data define ""YY1 syndrome"" as a haploinsufficiency syndrome. Through immunoprecipitation of YY1-bound chromatin from affected individuals' cells with antibodies recognizing both ends of the protein, we show that YY1 deletions and missense mutations lead to a global loss of YY1 binding with a preferential retention at high-occupancy sites. Finally, we uncover a widespread loss of H3K27 acetylation in particular on the YY1-bound enhancers, underscoring a crucial role for YY1 in enhancer regulation. Collectively, these results define a clinical syndrome caused by haploinsufficiency of YY1 through dysregulation of key transcriptional regulators.","['Acetylation', 'Adolescent', 'Base Sequence', 'Child, Preschool', 'Chromatin/*metabolism', 'Chromatin Immunoprecipitation', 'Cohort Studies', 'Enhancer Elements, Genetic/genetics', 'Female', 'Gene Ontology', 'Haploinsufficiency/*genetics', 'Haplotypes/genetics', 'Hemizygote', 'Histones/metabolism', 'Humans', 'Intellectual Disability/*genetics', 'Lymphocytes/metabolism', 'Male', 'Methylation', 'Models, Molecular', 'Mutation, Missense/genetics', 'Protein Binding/genetics', 'Protein Domains', '*Transcription, Genetic', 'YY1 Transcription Factor/chemistry/*genetics']","DNA mutation, Human biology, Human genetics, Mobile genetic elements, Molecular modelling, Paediatrics, Preclinical and clinical studies, Protein binding sites","{'Medicinal chemistry', 'Protein binding sites', 'Human biology', 'Molecular genetics', 'Biochemistry', 'Drug metabolism', 'Chemistry', 'Genetics'}","{'Gene regulation', 'Sequence analysis', 'Human genetics', 'Gene expression', 'DNA binding sites', 'Human biology', 'Biobank', 'DNA mutation'}",0.06666666666666667,0.125,0.125,"{'DNA mutation', 'Gene regulation', 'Human genetics', 'Gene expression', 'DNA binding sites', 'Biobank', 'Sequence analysis'}","{'Medicinal chemistry', 'Protein binding sites', 'Molecular genetics', 'Biochemistry', 'Drug metabolism', 'Chemistry', 'Genetics'}","{'DNA mutation', 'Gene regulation', 'Human genetics', 'Gene expression', 'DNA binding sites', 'Human biology', 'Biobank', 'Sequence analysis'}","{'Developmental biology', 'Epigenetics', 'Molecular biology', 'Transcription factors and regulatory sites', 'Cell biology', 'Genomics', 'Biochemistry', 'Genetics'}",set()
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Duck enteritis virus (DEV) is an important herpesvirus pathogen associated with acute, highly contagious lethal disease in waterfowls. Using a deep sequencing approach on RNA from infected chicken embryo fibroblast cultures, we identified several novel DEV-encoded micro (mi)RNAs. Unlike most mardivirus-encoded miRNAs, DEV-encoded miRNAs mapped mostly to the unique long region of the genome. The precursors of DEV miR-D18 and miR-D19 overlapped with each other, suggesting similarities to miRNA-offset RNAs, although only the DEV-miR-D18-3p was functional in reporter assays. Identification of these novel miRNAs will add to the growing list of virus-encoded miRNAs enabling the exploration of their roles in pathogenesis.","['Animals', 'Cells, Cultured', 'Chickens', 'Fibroblasts/virology', 'High-Throughput Nucleotide Sequencing', 'Mardivirus/*genetics', 'MicroRNAs/*genetics', 'RNA, Viral/*genetics']","Animal study, Cell culture collection, Laboratory animal science, RNA, Zoology","{'Zoology', 'Virology', 'Genetics'}","{'Laboratory animal science', 'Zoology', 'Animal study', 'RNA', 'Small molecules'}",0.14285714285714285,0.2,0.3333333333333333,"{'RNA', 'Laboratory animal science', 'Animal study', 'Small molecules'}","{'Genetics', 'Virology'}","{'Laboratory animal science', 'Zoology', 'Animal study', 'RNA', 'Small molecules'}","{'Molecular biology', 'Virology', 'Microbiology', 'Bioinformatics', 'Genetics'}",set()
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Candida parapsilosis is a pathogenic fungus that is major cause of hospital-acquired infection, predominantly due to growth as biofilms on indwelling medical devices. It is related to Candida albicans, which remains the most common cause of candidiasis disease in humans. The transcription factor Bcr1 is an important regulator of biofilm formation in vitro in both C. parapsilosis and C. albicans. We show here that C. parapsilosis Bcr1 is required for in vivo biofilm development in a rat catheter model, like C. albicans. By comparing the transcription profiles of a bcr1 deletion in both species we found that regulation of expression of the CFEM family is conserved. In C. albicans, three of the five CFEM cell wall proteins (Rbt5, Pga7 and Csa1) are associated with both biofilm formation and acquisition of iron from heme, which is an important virulence characteristic. In C. parapsilosis, the CFEM family has undergone an expansion to 7 members. Expression of three genes (CFEM2, CFEM3, and CFEM6) is dependent on Bcr1, and is induced in low iron conditions. All three are involved in the acquisition of iron from heme. However, deletion of the three CFEM genes has no effect on biofilm formation in C. parapsilosis. Our data suggest that the role of the CFEM family in iron acquisition is conserved between C. albicans and C. parapsilosis, but their role in biofilm formation is not.","['Animals', 'Biofilms/*growth & development', 'Biomarkers/metabolism', 'Candida/metabolism/*pathogenicity', 'Candidiasis/*genetics/*microbiology/pathology', 'Fungal Proteins/antagonists & inhibitors/*genetics/*metabolism', 'Gene Expression Profiling', 'Iron/*metabolism', 'Oligonucleotide Array Sequence Analysis', 'RNA, Messenger/genetics', 'Rats', 'Real-Time Polymerase Chain Reaction', 'Signal Transduction', 'Species Specificity']","Animal study, Biomarkers, Laboratory animal science, Proteins, RNA, Sequence analysis, Zoology","{'Biomarkers', 'Microbiology', 'Proteins', 'Pathology', 'Zoology', 'Drug metabolism', 'Genetics'}","{'Gene regulation', 'Laboratory animal science', 'Zoology', 'Transcription factors and regulatory sites', 'Gene expression', 'Animal study', 'Pathology'}",0.16666666666666666,0.2857142857142857,0.2857142857142857,"{'Gene regulation', 'Laboratory animal science', 'Gene expression', 'Transcription factors and regulatory sites', 'Animal study'}","{'Biomarkers', 'Proteins', 'Microbiology', 'Drug metabolism', 'Genetics'}","{'Gene expression', 'Gene regulation', 'Laboratory animal science', 'Animal study', 'Pathology', 'Zoology', 'Transcription factors and regulatory sites'}",set(),set()
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Dissipation kinetics of mesotrione, a new triketone herbicide, sprayed on soil from Limagne (Puy-de-Dôme, France) showed that the soil microflora were able to biotransform it. Bacteria from this soil were cultured in mineral salt solution supplemented with mesotrione as sole source of carbon for the isolation of mesotrione-degrading bacteria. The bacterial community structure of the enrichment cultures was analyzed by temporal temperature gradient gel electrophoresis (TTGE). The TTGE fingerprints revealed that mesotrione had an impact on bacterial community structure only at its highest concentrations and showed mesotrione-sensitive and mesotrione-adapted strains. Two adapted strains, identified as Bacillus sp. and Arthrobacter sp., were isolated by colony hybridization methods. Biodegradation assays showed that only the Bacillus sp. strain was able to completely and rapidly biotransform mesotrione. Among several metabolites formed, 2-amino-4-methylsulfonylbenzoic acid (AMBA) accumulated in the medium. Although sulcotrione has a chemical structure closely resembling that of mesotrione, the isolates were unable to degrade it.","['Bacillus/*isolation & purification/metabolism', 'Biodegradation, Environmental', 'Cyclohexanones/*metabolism', 'Ecology/methods', 'Herbicides/*metabolism', '*Soil Microbiology', 'Soil Pollutants/*metabolism']","Biology, Ecology, Environmental sciences, Microbial ecology, Microbiology, Plant biology","{'Microbiology', 'Drug metabolism', 'Microbial ecology', 'Environmental sciences', 'Ecology'}","{'Plant biology', 'Metabolomics', 'Drug metabolism', 'Chemistry', 'Carbon cycle'}",0.1111111111111111,0.2,0.2,"{'Plant biology', 'Chemistry', 'Carbon cycle', 'Metabolomics'}","{'Microbiology', 'Environmental sciences', 'Ecology', 'Microbial ecology'}","{'Plant biology', 'Metabolomics', 'Drug metabolism', 'Chemistry', 'Carbon cycle'}","{'Microbiology', 'Environmental sciences', 'Agricultural science'}",{'Soil chemistry'}
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Many cellular models aimed at elucidating cancer biology do not recapitulate pathobiology including tumor heterogeneity, an inherent feature of cancer that underlies treatment resistance. Here we introduce a cancer modeling paradigm using genetically engineered human pluripotent stem cells (hiPSCs) that captures authentic cancer pathobiology. Orthotopic engraftment of the neural progenitor cells derived from hiPSCs that have been genome-edited to contain tumor-associated genetic driver mutations revealed by The Cancer Genome Atlas project for glioblastoma (GBM) results in formation of high-grade gliomas. Similar to patient-derived GBM, these models harbor inter-tumor heterogeneity resembling different GBM molecular subtypes, intra-tumor heterogeneity, and extrachromosomal DNA amplification. Re-engraftment of these primary tumor neurospheres generates secondary tumors with features characteristic of patient samples and present mutation-dependent patterns of tumor evolution. These cancer avatar models provide a platform for comprehensive longitudinal assessment of human tumor development as governed by molecular subtype mutations and lineage-restricted differentiation.","['Animals', 'Brain Neoplasms/genetics/metabolism/pathology', 'Cell Differentiation', 'Cell Line, Tumor', 'Female', 'Gene Expression Regulation, Neoplastic', '*Genetic Engineering', 'Genome', 'Glioblastoma/*genetics/metabolism/*pathology', 'Glioma/genetics/pathology', 'Humans', 'Mice', 'Mice, SCID', 'Mutation', 'Neoplasm Transplantation', 'Neoplastic Stem Cells/pathology', 'Neurofibromin 1/genetics', 'PTEN Phosphohydrolase/genetics', 'Pluripotent Stem Cells/*pathology', 'Transplantation, Heterologous', 'Tumor Suppressor Protein p53/genetics']","Animal study, Bioengineering, DNA mutation, Gene expression, Gene regulation, Genetic engineering, Human biology, Human genetics, Informatics, Laboratory animal science, Metabolic engineering, Neurology, Plant biology, Protein expression, Regenerative medicine, Zoology","{'Gene regulation', 'Genetic engineering', 'Zoology', 'Gene expression', 'Pathology', 'Human biology', 'Drug metabolism', 'Genetics', 'DNA mutation'}","{'Gene regulation', 'Neurology', 'Laboratory animal science', 'Gene structure', 'Plant biology', 'Human genetics', 'Proteins', 'Cell culture collection', 'Genetic engineering', 'Zoology', 'Gene transcripts', 'Gene expression', 'Pain medicine', 'Animal study', 'Human biology', 'Preclinical and clinical studies'}",0.25,0.3125,0.5555555555555556,"{'Laboratory animal science', 'Neurology', 'Gene structure', 'Plant biology', 'Proteins', 'Human genetics', 'Cell culture collection', 'Preclinical and clinical studies', 'Pain medicine', 'Animal study', 'Gene transcripts'}","{'DNA mutation', 'Drug metabolism', 'Pathology', 'Genetics'}","{'Gene regulation', 'Neurology', 'Laboratory animal science', 'Gene structure', 'Plant biology', 'Human genetics', 'Proteins', 'Cell culture collection', 'Genetic engineering', 'Zoology', 'Gene expression', 'Preclinical and clinical studies', 'Pain medicine', 'Animal study', 'Human biology', 'Gene transcripts'}","{'DNA mutation', 'Drug discovery', 'Biotechnology', 'Data integration and warehousing', 'Biology', 'Molecular biology', 'Cell biology', 'Genomics', 'Drug development', 'Epigenetics', 'Oncology', 'Genetics'}",set()
