Model,Abstract,MeSH Terms,Old Ground Truth,New Ground Truth,Predictions,Prioritized Predictions,Jaccard Similarity,Precision,Recall,Added Labels (Predictions against New Ground Truth),Missing Labels (Predictions against New Ground Truth),Added Labels (Predictions against GPT-3.5),Missing Labels (Predictions against GPT-3.5)
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Diagnostic and prognostic evaluation of chronic lymphocytic leukemia (CLL) involves blood cell counts, immunophenotyping, IgVH mutation status, and cytogenetic analyses. We generated B-cell associated gene-signatures (BAGS) based on six naturally occurring B-cell subsets within normal bone marrow. Our hypothesis is that by segregating CLL according to BAGS, we can identify subtypes with prognostic implications in support of pathogenetic value of BAGS. Microarray-based gene-expression samples from eight independent CLL cohorts (1,024 untreated patients) were BAGS-stratified into pre-BI, pre-BII, immature, naïve, memory, or plasma cell subtypes; the majority falling within the memory (24.5-45.8%) or naïve (14.5-32.3%) categories. For a subset of CLL patients (n = 296), time to treatment (TTT) was shorter amongst early differentiation subtypes (pre-BI/pre-BII/immature) compared to late subtypes (memory/plasma cell, HR: 0.53 [0.35-0.78]). Particularly, pre-BII subtype patients had the shortest TTT among all subtypes. Correlates derived for BAGS subtype and IgVH mutation (n = 405) revealed an elevated mutation frequency in late vs. early subtypes (71% vs. 45%, P < .001). Predictions for BAGS subtype resistance towards rituximab and cyclophosphamide varied for rituximab, whereas all subtypes were sensitive to cyclophosphamide. This study supports our hypothesis that BAGS-subtyping may be of tangible prognostic and pathogenetic value for CLL patients.","['Adult', 'Aged', 'Aged, 80 and over', 'Antineoplastic Agents, Alkylating/therapeutic use', 'Antineoplastic Agents, Immunological/therapeutic use', 'B-Lymphocyte Subsets/*metabolism', 'Bone Marrow/*metabolism', 'Cyclophosphamide/therapeutic use', 'Drug Resistance, Neoplasm/physiology', 'Female', 'Gene Expression Regulation, Neoplastic', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*classification/*metabolism/therapy', 'Male', 'Microarray Analysis', 'Middle Aged', 'Prognosis', 'Proof of Concept Study', 'Retrospective Studies', 'Rituximab/therapeutic use', 'Survival Analysis', 'Time-to-Treatment']","Antimicrobial Resistance, Gene expression, Gene regulation, Human biology, Human genetics, Immunogenetics, Immunology, Medicinal chemistry, Sequence analysis","{'Gene expression', 'Human biology', 'Drug metabolism', 'Physiology', 'Gene regulation'}","{'Gene expression', 'Proteins', 'Human biology', 'DNA mutation', 'Gene regulation', 'Antimicrobial Resistance', 'Human genetics', 'Immunogenetics', 'Immunology'}","Biobank, Gene expression, Gene regulation, Genomics, Human biology, Human genetics, Medicinal chemistry, Medicine, Proteins",0.2727272727272727,0.3333333333333333,0.6,"{'Proteins', 'DNA mutation', 'Antimicrobial Resistance', 'Human genetics', 'Immunogenetics', 'Immunology'}","{'Drug metabolism', 'Physiology'}","{'Gene expression', 'Proteins', 'Human biology', 'Cell biology', 'Genotype and phenotype', 'Gene regulation', 'Human genetics'}","{'Genetics', 'Molecular biology', 'Bioinformatics', 'Biotechnology', '""Immunology', 'Genomics', 'Oncology""'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"CTCF is a key insulator-binding protein, and mammalian genomes contain numerous CTCF sites, many of which are organized in tandem.","['Binding Sites', 'CCCTC-Binding Factor/*metabolism', 'Cadherin Related Proteins', 'Cadherins/genetics', 'Chromatin/chemistry', '*Enhancer Elements, Genetic', '*Insulator Elements', '*Promoter Regions, Genetic', 'beta-Globins/genetics']","DNA binding sites, Mobile genetic elements, Protein binding sites, Proteins","{'Protein binding sites', 'Chemistry', 'Medicinal chemistry', 'Drug metabolism', 'DNA binding sites', 'Genetics', 'Biochemistry'}","{'Gene expression', 'DNA binding sites', 'Transcription factors and regulatory sites', 'DNA replication and recombination'}","DNA binding sites, Gene expression, Gene regulation, Nucleic acid structure analysis",0.1,0.25,0.14285714285714285,"{'Gene expression', 'Transcription factors and regulatory sites', 'DNA replication and recombination'}","{'Protein binding sites', 'Chemistry', 'Genetics', 'Biochemistry', 'Drug metabolism', 'Medicinal chemistry'}","{'Transcription factors and regulatory sites', 'features and motifs', 'Nucleic acid sites', 'Gene regulation'}","{'Genomics', 'Genetics', 'Molecular biology'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Adipocytes arise from the commitment and differentiation of adipose precursors in white adipose tissue (WAT). In studying adipogenesis, precursor markers, including Pref-1 and PDGFRα, are used to isolate precursors from stromal vascular fractions of WAT, but the relation among the markers is not known. Here, we used the Pref-1 promoter-rtTA system in mice for labeling Pref-1<sup>+</sup> cells and for inducible inactivation of the Pref-1 target Sox9. We show the requirement of Sox9 for the maintenance of Pref-1<sup>+</sup> proliferative, early precursors. Upon Sox9 inactivation, these Pref-1<sup>+</sup> cells become PDGFRα<sup>+</sup> cells that express early adipogenic markers. Thus, we show that Pref-1<sup>+</sup> cells precede PDGFRα<sup>+</sup> cells in the adipogenic pathway and that Sox9 inactivation is required for WAT growth and expansion. Furthermore, we show that in maintaining early adipose precursors, Sox9 activates Meis1, which prevents adipogenic differentiation. Our study also demonstrates the Pref-1 promoter-rtTA system for inducible gene inactivation in early adipose precursor populations.","['3T3-L1 Cells', 'Adipocytes/cytology/metabolism', '*Adipogenesis', 'Animals', 'Base Sequence', 'Biomarkers/metabolism', 'Calcium-Binding Proteins', 'Intercellular Signaling Peptides and Proteins/*metabolism', 'Male', 'Mice', 'Myeloid Ecotropic Viral Integration Site 1 Protein/*metabolism', 'Protein Binding', 'Receptor, Platelet-Derived Growth Factor alpha/*metabolism', 'SOX9 Transcription Factor/*metabolism', 'Stem Cells/cytology/metabolism']","Animal study, Biomarkers, Laboratory animal science, Protein binding sites, Proteins, Regenerative medicine, Zoology","{'Protein binding sites', 'Drug metabolism', 'Zoology', 'Biomarkers'}","{'Animal study', 'Laboratory animal science', 'Zoology', 'Proteins', 'DNA binding sites', 'Drug metabolism', 'Cell culture collection'}","Animal study, Biology, Endocrinology and metabolism, Laboratory animal science, Proteins, Regenerative medicine, Zoology",0.2222222222222222,0.2857142857142857,0.5,"{'Proteins', 'DNA binding sites', 'Cell culture collection', 'Laboratory animal science', 'Animal study'}","{'Protein binding sites', 'Biomarkers'}","{'Zoology', 'Regenerative medicine', 'Proteins', 'Sequence analysis', 'Laboratory animal science', 'Small molecules', 'Animal study'}","{'Cell biology', 'Genetics', 'Physiology', 'Molecular biology', 'Bioinformatics', 'Genomics', 'Proteomics'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Tumor suppressive microRNA (miR)-150 inhibits metastasis by combining with the C-C chemokine receptor 6 (CCR6) ""seed sequence"" mRNA of the 3'-untranslated region (3'-UTR) in advanced cutaneous T-cell lymphoma (CTCL). Because the histone deacetylase inhibitor (HDACI) vorinostat showed excellent outcomes for treating advanced CTCL, HDACIs may reduce the metastasis of CTCL by targeting miR-150 and/ or CCR6. To examine whether these candidate molecules are essential HDACI targets in advanced CTCL, we used the My-La, HH, and HUT78 CTCL cell lines for functional analysis because we previously demonstrated that their xenografts in NOD/Shi-scid IL-2γnul mice (CTCL mice) induced multiple metastases. We found that pan- HDACIs (vorinostat and panobinostat) inhibited the migration of CTCL cells and downregulated CCR6. The miRNA microarray analysis against CTCL cell lines demonstrated that these pan-HDACIs commonly upregulated 161 miRNAs, including 34 known tumor suppressive miRNAs such as miR-150. Although 35 miRNAs possessing the CCR6 ""seed sequence"" were included in these 161 miRNAs, miR-150 and miR-185-5p were downregulated in CTCL cells compared to in normal CD4+ T-cells. The transduction of 12 candidate miRNAs against CTCL cells revealed that miR-150 most efficiently inhibited their migration capabilities and downregulated CCR6. Quantitative reverse transcriptase-polymerase chain reaction demonstrated that miR-150 was downregulated in advanced but not early CTCL primary cases. Finally, we injected miR-150 or siCCR6 into CTCL mice and found that mouse survival was significantly prolonged. These results indicate that miR-150 and its target, CCR6, are essential therapeutic targets of pan-HDACIs in advanced CTCL with metastatic potential.","['Animals', 'Antineoplastic Agents/*pharmacology', 'Cell Line, Tumor', 'Cell Movement/*drug effects', 'Female', 'Gene Expression Regulation, Neoplastic', 'Histone Deacetylase Inhibitors/*pharmacology', 'Humans', 'Hydroxamic Acids/*pharmacology', 'Indoles/*pharmacology', 'Lymphoma, T-Cell, Cutaneous/*drug therapy/genetics/metabolism/pathology', 'Male', 'Mice, Inbred NOD', 'Mice, SCID', 'MicroRNAs/genetics/*metabolism', 'Neoplasm Invasiveness', 'Panobinostat', 'Receptors, CCR6/genetics/metabolism', 'Signal Transduction/drug effects', 'Skin Neoplasms/*drug therapy/genetics/metabolism/pathology', 'Time Factors', 'Vorinostat', 'Xenograft Model Antitumor Assays']","Animal study, Cell biology, Gene expression, Gene regulation, Human biology, Human genetics, Informatics, Laboratory animal science, Multiomics, Nucleic acids, Plant biology, Small molecules, Transcription factors and regulatory sites, Zoology","{'Gene expression', 'Zoology', 'Human biology', 'Genetics', 'Gene regulation', 'Pathology', 'Pharmacology', 'Drug metabolism'}","{'Animal study', 'Gene expression', 'Zoology', 'Human biology', 'Proteins', 'Gene regulation', 'Sequence analysis', 'Cell culture collection', 'Human genetics', 'Plant biology', 'Laboratory animal science', 'Microfluidics', 'Protein disordered structure', 'Mapping'}","Animal study, Cell culture collection, Chemistry, Drug metabolism, Gene expression, Gene regulation, Human biology, Human genetics, Laboratory animal science, Pain medicine, Protein interactions, Ribosome Profiling, Sequence analysis, Zoology",0.2222222222222222,0.2857142857142857,0.5,"{'Microfluidics', 'Proteins', 'Sequence analysis', 'Cell culture collection', 'Human genetics', 'Plant biology', 'Laboratory animal science', 'Animal study', 'Protein disordered structure', 'Mapping'}","{'Drug metabolism', 'Genetics', 'Pharmacology', 'Pathology'}","{'Protein binding sites', 'Software engineering', 'Proteins', 'Human biology', 'Nucleic acids', 'RNA', 'Zoology', 'Sequence analysis', 'Cell culture collection', 'Human genetics', 'Laboratory animal science', 'Small molecules', 'Animal study'}","{'Cancer', 'Genetics', 'Histone deacetylase inhibitor', 'Cutaneous T-cell lymphoma', 'Molecular biology', 'Tumor suppressor', 'MicroRNA', 'Therapeutic targets', 'Migration', 'Chemokine receptor', 'Biochemistry', 'Metastasis', 'Genomics'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Bacterial genes that change in expression upon environmental disturbance have commonly been seen as those that must also phenotypically matter. However, several studies suggest that differentially expressed genes are rarely phenotypically important. We demonstrate, for Gram-positive and Gram-negative bacteria, that these seemingly uncoordinated gene sets are involved in responses that can be linked through topological network analysis. However, the level of coordination is stress dependent. While a well-coordinated response is triggered in response to nutrient stress, antibiotics trigger an uncoordinated response in which transcriptionally and phenotypically important genes are neither linked spatially nor in their magnitude. Moreover, a gene expression meta-analysis reveals that genes with large fitness changes during stress have low transcriptional variation across hundreds of other conditions, and vice versa. Our work suggests that cellular responses can be understood through network models that incorporate regulatory and genetic relationships, which could aid drug target predictions and genetic network engineering.","['Anti-Bacterial Agents/*pharmacology', 'Culture Media/chemistry/pharmacology', 'Gene Expression Profiling', '*Gene Expression Regulation, Bacterial', '*Gene Regulatory Networks', '*Genes, Bacterial', 'Genetic Fitness', 'Phenotype', 'Pseudomonas aeruginosa/*drug effects/genetics/growth & development/metabolism', 'Streptococcus pneumoniae/*drug effects/genetics/growth & development/metabolism', 'Stress, Physiological', 'Transcription, Genetic/*drug effects']","Cell culture collection, Gene expression, Gene regulation, Genetics, Genotype and phenotype, Physiology, Plant biology, Protein variants","{'Gene expression', 'Chemistry', 'Genetics', 'Genotype and phenotype', 'Gene regulation', 'Biochemistry', 'Pharmacology', 'Drug metabolism', 'Medicinal chemistry'}","{'Gene expression', 'Genetic variation', 'Human biology', 'Gene regulation', 'Human genetics', 'Biodiversity', 'Genomics', 'Microbial ecology'}","Gene expression, Gene regulation, Genetic engineering, Genetics, Human biology, Human genetics, Immunology, Sequence analysis",0.13333333333333333,0.25,0.2222222222222222,"{'Genetic variation', 'Human biology', 'Human genetics', 'Biodiversity', 'Genomics', 'Microbial ecology'}","{'Chemistry', 'Genotype and phenotype', 'Genetics', 'Pharmacology', 'Medicinal chemistry', 'Drug metabolism', 'Biochemistry'}","{'Genetic engineering', 'Gene expression', 'Microbiology', 'Gene regulation', 'Microbial collection', 'Infectious disease', 'Microbial ecology', 'Bacteria'}","{'Systems biology', 'Drug target predictions', 'Genetics', 'Bioinformatics', 'Molecular biology', 'Antibiotic resistance', 'Genomics', 'Genetic network engineering'}"
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"While microarray experiments generate voluminous data, discerning trends that support an existing or alternative paradigm is challenging. To synergize hypothesis building and testing, we designed the Pathogen Associated Drosophila MicroArray (PADMA) database for easy retrieval and comparison of microarray results from immunity-related experiments (www.padmadatabase.org). PADMA also allows biologists to upload their microarray-results and compare it with datasets housed within PADMA. We tested PADMA using a preliminary dataset from Ganaspis xanthopoda-infected fly larvae, and uncovered unexpected trends in gene expression, reshaping our hypothesis. Thus, the PADMA database will be a useful resource to fly researchers to evaluate, revise, and refine hypotheses.","['Animals', 'Computational Biology', '*Databases, Genetic', 'Drosophila/*genetics', 'Drosophila Proteins/*genetics', 'Immunity, Innate/genetics', 'Oligonucleotide Array Sequence Analysis']","Animal study, Biology, Computational biology, Immunoinformatics, Laboratory animal science, Proteins, Sequence analysis, Zoology","{'Zoology', 'Genetics', 'Computational biology'}","{'Gene expression', 'Zoology', 'Immunoinformatics', 'Host-pathogen interaction', 'Gene regulation', 'Laboratory animal science', 'Immunology', 'Animal study'}","Animal study, Gene expression, Gene regulation, Immunology, Infection, Laboratory animal science, Proteins, Zoology",0.1,0.125,0.3333333333333333,"{'Gene expression', 'Immunoinformatics', 'Host-pathogen interaction', 'Gene regulation', 'Laboratory animal science', 'Immunology', 'Animal study'}","{'Genetics', 'Computational biology'}","{'Immunoinformatics', 'Zoology', 'Host-pathogen interaction', 'Gene regulation', 'Laboratory animal science', 'Animal study'}","{'Microarray', 'Bioinformatics', 'Databases', 'Pathogen', 'Genomics', 'Hypothesis'}"
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Pea powdery mildew (PM) is an important fungal disease caused by an obligate biotroph, Erysiphe pisi (Ep), which significantly impacts pea production worldwide. The phytopathogen secretes a plethora of effectors, primarily through specialized infection structures termed haustoria, to establish a dynamic relationship with its host. To identify Ep effector candidates, a cDNA library of enriched haustoria from Ep-infected pea leaves was sequenced. The Ep transcriptome encodes 622 Ep candidate secreted proteins (CSPs), of which 167 were predicted to be candidate secreted effector proteins (CSEPs). Phylogenetic analysis indicates that Ep CSEPs are highly diverse, but, unlike cereal PM CSEPs, exhibit extensive sequence similarity with effectors from other PMs. Quantitative real-time PCR of a subset of EpCSEP/CSPs revealed that the majority are preferentially expressed in haustoria and exhibit infection stage-specific expression patterns. The functional roles of EpCSEP001, EpCSEP009 and EpCSP083 were probed by host-induced gene silencing (HIGS) via a double-stranded (ds) RNA-mediated RNAi approach. Foliar application of individual EpCSEP/CSP dsRNAs resulted in a marked reduction in PM disease symptoms. These findings were consistent with microscopic and molecular studies, suggesting that these Ep CSEP/CSPs play important roles in pea PM pathogenesis. Homology modelling revealed that EpCSEP001 and EpCSEP009 are analogous to fungal ribonucleases and belong to the RALPH family of effectors. This is the first study to identify and functionally validate candidate effectors from the agriculturally relevant pea PM, and highlights the utility of transcriptomics and HIGS to elucidate the key proteins associated with Ep pathogenesis.","['Amino Acid Sequence', 'Ascomycota/*genetics/*pathogenicity', 'Computer Simulation', 'Fungal Proteins/chemistry/genetics/*metabolism', 'Gene Expression Regulation, Fungal', 'Peas/*genetics', 'Plant Diseases/*microbiology', 'Plant Leaves/microbiology', 'RNA, Double-Stranded/metabolism', 'Structural Homology, Protein', 'Time Factors', 'Transcriptome/*genetics']","Computer science, Gene expression, Gene regulation, Pathology, Plant biology, Protein structure analysis, Proteins, RNA, Rare diseases, Structural biology, Transcription factors and regulatory sites, Transcriptomics","{'Gene expression', 'Chemistry', 'Microbiology', 'Proteins', 'Genetics', 'Gene regulation', 'Biochemistry', 'Transcriptomics', 'Structural biology', 'Drug metabolism', 'Medicinal chemistry'}","{'Protein binding sites', 'Gene expression', 'RNA', 'Gene regulation', 'Sequence analysis', 'Agricultural science', 'Drug discovery', 'Pathology', 'Plant biology', 'Transcriptomics', 'Laboratory animal science', 'Infectious disease'}","Agricultural science, Bioinformatics, Computational biology, DNA, DNA binding sites, Gene expression, Gene regulation, Infectious disease, Plant biology, Protein binding sites, Proteins, Transcriptomics",0.15,0.25,0.2727272727272727,"{'Protein binding sites', 'RNA', 'Sequence analysis', 'Agricultural science', 'Drug discovery', 'Pathology', 'Plant biology', 'Laboratory animal science', 'Infectious disease'}","{'Chemistry', 'Microbiology', 'Proteins', 'Genetics', 'Structural biology', 'Medicinal chemistry', 'Drug metabolism', 'Biochemistry'}","{'Protein binding sites', 'Gene expression', 'RNA', 'Gene regulation', 'Sequence analysis', 'Pathology', 'Drug discovery', 'Plant biology', 'Laboratory animal science', 'Infectious disease'}","{'Microbiology', 'Cell biology', 'Biology', 'Genetics', 'Comparative genomics', 'Biotechnology', 'Bioinformatics', 'Data integration and warehousing', 'Functional genomics', 'Genomics'}"
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"Differentiation proceeds along a continuum of increasingly fate-restricted intermediates, referred to as canalization<sup>1,2</sup>. Canalization is essential for stabilizing cell fate, but the mechanisms that underlie robust canalization are unclear. Here we show that the BRG1/BRM-associated factor (BAF) chromatin-remodelling complex ATPase gene Brm safeguards cell identity during directed cardiogenesis of mouse embryonic stem cells. Despite the establishment of a well-differentiated precardiac mesoderm, Brm<sup>-/-</sup> cells predominantly became neural precursors, violating germ layer assignment. Trajectory inference showed a sudden acquisition of a non-mesodermal identity in Brm<sup>-/-</sup> cells. Mechanistically, the loss of Brm prevented de novo accessibility of primed cardiac enhancers while increasing the expression of neurogenic factor POU3F1, preventing the binding of the neural suppressor REST and shifting the composition of BRG1 complexes. The identity switch caused by the Brm mutation was overcome by increasing BMP4 levels during mesoderm induction. Mathematical modelling supports these observations and demonstrates that Brm deletion affects cell fate trajectory by modifying saddle-node bifurcations<sup>2</sup>. In the mouse embryo, Brm deletion exacerbated mesoderm-deleted Brg1-mutant phenotypes, severely compromising cardiogenesis, and reveals an in vivo role for Brm. Our results show that Brm is a compensable safeguard of the fidelity of mesoderm chromatin states, and support a model in which developmental canalization is not a rigid irreversible path, but a highly plastic trajectory.","['Animals', 'Bone Morphogenetic Protein 4/metabolism', '*Cell Differentiation', '*Cell Lineage', 'Chromatin/genetics/metabolism', 'Chromatin Assembly and Disassembly', 'DNA Helicases/metabolism', 'Embryo, Mammalian', 'Epigenesis, Genetic', 'Female', 'Gene Expression Regulation', 'Male', 'Mesoderm/*cytology/*metabolism', 'Mice', 'Myocardium/metabolism', 'Myocytes, Cardiac/*cytology', 'Neurogenesis', 'Neurons/cytology/metabolism', 'Nuclear Proteins/metabolism', 'Octamer Transcription Factor-6/metabolism', 'Phenotype', 'Repressor Proteins/metabolism', 'Stem Cells/cytology', 'Time Factors', 'Transcription Factors/deficiency/genetics/*metabolism']","Animal study, Cardiology, DNA, Electrocardiography, Embryology, Epigenetics, Gene expression, Gene regulation, Genotype and phenotype, Laboratory animal science, Neurology, Proteins, Regenerative medicine, Sequence assembly, Transcription factors and regulatory sites, Zoology","{'Gene expression', 'Genotype and phenotype', 'Zoology', 'Drug metabolism', 'Sequence assembly', 'Genetics', 'Gene regulation'}","{'Membrane and lipoproteins', 'Proteins', 'Regenerative medicine', 'Gene regulation', 'Human genetics', 'Genomics', 'Animal study', 'Cardiology', 'Genetic engineering', 'Gene expression', 'Genetic variation', 'Model organisms', 'Human biology', 'Cell biology', 'Zoology', 'Embryology'}","Animal study, Cell culture collection, Embryology, Gene expression, Gene regulation, Genetics, Laboratory animal science, Proteins, Regenerative medicine, Reproductive health, Sequence analysis, Software engineering, Systems medicine, Transcription factors and regulatory sites, Transcriptomics, Zoology",0.15,0.1875,0.42857142857142855,"{'Genetic engineering', 'Membrane and lipoproteins', 'Genetic variation', 'Proteins', 'Regenerative medicine', 'Model organisms', 'Human biology', 'Cell biology', 'Human genetics', 'Embryology', 'Genomics', 'Animal study', 'Cardiology'}","{'Genetics', 'Drug metabolism', 'Sequence assembly', 'Genotype and phenotype'}","{'Genetic engineering', 'Membrane and lipoproteins', 'Genetic variation', 'Proteins', 'Model organisms', 'Human biology', 'Zoology', 'Gene regulation', 'Human genetics', 'Embryology', 'Animal study', 'Cardiology'}","{'Protein interactions', 'Systems biology', 'Developmental biology', 'Mouse clinic.', 'Transcription factors and regulatory sites', 'Genetics', 'Stem cells', 'Molecular genetics', 'Molecular biology', 'Transcriptomics', 'Epigenetics', 'Proteomics'}"
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"The annual migration of a bird can involve thousands of kilometres of nonstop flight, requiring accurately timed seasonal changes in physiology and behaviour. Understanding the molecular mechanisms controlling this endogenous programme can provide functional and evolutionary insights into the circannual biological clock and the potential of migratory species to adapt to changing environments. Under naturally timed photoperiod conditions, we maintained captive Swainson's thrushes (Catharus ustulatus) and performed RNA sequencing (RNA-Seq) of the ventral hypothalamus and optic chiasma to evaluate transcriptome-wide gene expression changes of individuals in migratory condition. We found that 188 genes were differentially expressed in relation to migratory state, 86% of which have not been previously linked to avian migration. Focal hub genes were identified that are candidate variables responsible for the occurrence of migration (e.g. CRABP1). Numerous genes involved in cell adhesion, proliferation and motility were differentially expressed (including RHOJ, PAK1 and TLN1), suggesting that migration-related changes are regulated by seasonal neural plasticity.","['*Animal Migration', 'Animals', '*Gene Expression', 'Photoperiod', '*Seasons', 'Songbirds/*genetics', 'Transcriptome']","Animal study, Gene expression, Laboratory animal science, Pathology, Transcriptomics, Zoology","{'Gene expression', 'Genetics', 'Zoology', 'Transcriptomics'}","{'Gene expression', 'Transcriptomics', 'Laboratory animal science', 'Zoology', 'Proteins', 'Animal study'}","Animal study, Gene expression, Laboratory animal science, RNA, Transcriptomics, Zoology",0.42857142857142855,0.5,0.75,"{'Animal study', 'Laboratory animal science', 'Proteins'}",{'Genetics'},"{'Gene expression', 'Zoology', 'Proteins', 'Transcriptomics', 'Laboratory animal science'}","{'Neuroscience', 'Biology', 'Genetics', 'Molecular biology', 'Genomics'}"
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"The utilization of methane, a potent greenhouse gas, is an important component of local and global carbon cycles that is characterized by tight linkages between methane-utilizing (methanotrophic) and nonmethanotrophic bacteria. It has been suggested that the methanotroph sustains these nonmethanotrophs by cross-feeding, because subsequent products of the methane oxidation pathway, such as methanol, represent alternative carbon sources. We established cocultures in a microcosm model system to determine the mechanism and substrate that underlay the observed cross-feeding in the environment. Lanthanum, a rare earth element, was applied because of its increasing importance in methylotrophy. We used co-occurring strains isolated from Lake Washington sediment that are involved in methane utilization: a methanotroph and two nonmethanotrophic methylotrophs. Gene-expression profiles and mutant analyses suggest that methanol is the dominant carbon and energy source the methanotroph provides to support growth of the nonmethanotrophs. However, in the presence of the nonmethanotroph, gene expression of the dominant methanol dehydrogenase (MDH) shifts from the lanthanide-dependent MDH (XoxF)-type, to the calcium-dependent MDH (MxaF)-type. Correspondingly, methanol is released into the medium only when the methanotroph expresses the MxaF-type MDH. These results suggest a cross-feeding mechanism in which the nonmethanotrophic partner induces a change in expression of methanotroph MDHs, resulting in release of methanol for its growth. This partner-induced change in gene expression that benefits the partner is a paradigm for microbial interactions that cannot be observed in studies of pure cultures, underscoring the importance of synthetic microbial community approaches to understand environmental microbiomes.","['Alcohol Oxidoreductases/metabolism', 'Bacteria/drug effects/*metabolism', 'Bacterial Proteins/metabolism', 'Carbon/*metabolism', 'Gene Expression Regulation, Bacterial/drug effects', 'Lanthanoid Series Elements/*pharmacology', 'Methane/*metabolism', 'Methanol/metabolism', 'Microbial Interactions/*drug effects', 'Oxidation-Reduction/drug effects', 'Washington']","Carbohydrates, Carbon cycle, Gene expression, Gene regulation, Microbial collection, Microbial ecology, Mobile genetic elements, Plant biology, Protein interactions, Proteins","{'Gene expression', 'Proteins', 'Pharmacology', 'Drug metabolism', 'Carbon cycle'}","{'Gene expression', 'Software engineering', 'Microbiology', 'Proteins', 'Metagenomics', 'Gene regulation', 'Synthetic biology', 'Carbon cycle', 'Microbial ecology', 'Synthetic chemistry'}","Biology, Gene expression, Gene regulation, Genetics, Human biology, Human genetics, Microbial ecology, Microbiology, Protein expression, Proteins",0.25,0.3,0.6,"{'Software engineering', 'Microbiology', 'Metagenomics', 'Gene regulation', 'Synthetic biology', 'Microbial ecology', 'Synthetic chemistry'}","{'Drug metabolism', 'Pharmacology'}","{'Software engineering', 'Proteins', 'Metagenomics', 'Synthetic biology', 'Microbial ecology', 'Synthetic chemistry'}","{'Synthetic microbial community', 'Gene expression profiles', 'Methanotroph', 'Environmental sciences', 'Methanol', 'Microcosm model system'}"
ft:gpt-3.5-turbo-0613:personal::8SD8i1on,"We designed and constructed a genome-wide microarray with 22,987 70-mer oligonucleotides covering the presently known and predicted genes in the silkworm genome, and surveyed the gene expression in multiple silkworm tissues on day 3 of the fifth instar. Clusters of tissue-prevalent and tissue-specific genes and genes that are differentially expressed in different tissues were identified, and they reflect well major tissue-specific functions on the molecular level. The data presented in this study provide a new resource for annotating the silkworm genome.","['Animals', 'Bombyx/*genetics', 'Drosophila/genetics', 'Female', 'Gene Expression Profiling/*methods', '*Genome, Insect', 'Male', '*Oligonucleotide Array Sequence Analysis', 'Oligonucleotides/chemistry', 'Salivary Glands/metabolism', 'Sex Characteristics']","Animal study, Laboratory animal science, Sequence analysis, Zoology","{'Chemistry', 'Zoology', 'Medicinal chemistry', 'Drug metabolism', 'Genetics', 'Biochemistry'}","{'Animal study', 'Gene expression', 'Laboratory animal science', 'Zoology'}","Animal study, Gene expression, Laboratory animal science, Zoology",0.1111111111111111,0.25,0.16666666666666666,"{'Laboratory animal science', 'Gene expression', 'Animal study'}","{'Chemistry', 'Genetics', 'Biochemistry', 'Drug metabolism', 'Medicinal chemistry'}","{'Laboratory animal science', 'Animal study', 'Zoology'}","{'Genomics', 'Bioinformatics', 'Molecular biology'}"
